variant,coverage,runs,params,acc_dec,precision_dec,recall_dec,f1_dec,acc_bub,decisions,bubbles
emb8_g16_e256_mean,20,5,10569,0.6084959816303099,0.6101327257306283,0.9989046552770454,0.7570273652938345,0.5829274544988464,4355,3901
