acc_dec,acc_bub,top2_acc,mrr,nll,brier,ece,mce,roc_auc_edge,pr_auc_edge,mean_entropy,decisions,bubbles,coverage,fold,test_genome,variant,use_lstm,train_device,params
0.5660377358490566,0.4166666666666667,0.9946091644204852,0.7834681042228211,0.6378597831954449,0.16802662736633706,0.19524514301607232,0.44427559293549634,0.5542124730739855,0.3200162033164085,0.5986092629192291,371,216,20,1,ecoli,emb16_g64_e64_mean,False,cuda,14033
0.5525606469002695,0.1875,0.9946091644204852,0.7767295597484276,0.6620084729919216,0.1813243425319329,0.21767502862488164,0.44222629272331626,0.46187018871810714,0.28948802849172894,0.6588418396174747,371,128,20,1,ecoli,emb16_g64_e64_lstm,True,cuda,21457
0.636963696369637,0.5799086757990868,1.0,0.8184818481848185,0.6705216532296473,0.21793733028409681,0.20210999368440988,0.4472189924933694,0.6323551338529312,0.3941329886985795,0.6904953798838575,303,219,20,2,klebsiella,emb16_g64_e64_mean,False,cuda,14033
0.6336633663366337,0.54337899543379,0.9966996699669967,0.8162816281628162,0.6801834915435747,0.22851802582451763,0.15679462160607763,0.444433175600492,0.6664181633344629,0.4095059033985704,0.6923720214036432,303,219,20,2,klebsiella,emb16_g64_e64_lstm,True,cuda,21457
0.5296367112810707,0.4065573770491803,1.0,0.7667304015296367,0.6930300992527125,0.23529700197992312,0.06000633616121506,0.4418378360569477,0.7161461560947091,0.425665259237523,0.6878118629052694,523,305,20,3,salmonella,emb16_g64_e64_mean,False,cuda,14033
0.51434034416826,0.4270833333333333,0.9980879541108987,0.7587635436583811,0.6858376038775389,0.21370509861802373,0.19918492650096778,0.4395599107152408,0.6068611517100263,0.3588564258866519,0.6872609232055525,523,384,20,3,salmonella,emb16_g64_e64_lstm,True,cuda,21457
