epoch,train_loss,acc_dec,acc_bub,top2_acc,mrr,nll,brier,ece,mce,roc_auc_edge,pr_auc_edge,mean_entropy,decisions,bubbles,coverage,fold,test_genome,variant,use_lstm
1,0.7206233731708171,0.5393258426966292,0.5357142857142857,1.0,0.7696629213483146,0.6910818812719891,0.22425501503437384,0.10486113824201432,0.45199328660964966,0.7282222078509991,0.3935360520018908,0.6810547277498781,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
2,0.7020494085661373,0.550561797752809,0.5357142857142857,1.0,0.7752808988764045,0.7336334813846631,0.22151298991089036,0.1079368112880862,0.4364616721868515,0.6239410205005498,0.3568890427040194,0.6715852889452087,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
3,0.7045575158196207,0.5617977528089888,0.5357142857142857,1.0,0.7808988764044944,0.6919938643996635,0.2265960005386182,0.08683674522999972,0.45427191257476807,0.6803336997995214,0.3676315985934575,0.6812777984678076,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
4,0.7058132031689519,0.5617977528089888,0.5357142857142857,1.0,0.7808988764044944,0.6933096515830983,0.22243798376480683,0.11712810715262813,0.4527375102043152,0.6676582810580095,0.3606890493057275,0.6807065612814399,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
5,0.692511983243575,0.5280898876404494,0.5,1.0,0.7640449438202247,0.6856448569994295,0.23233080687749097,0.04102860541825883,0.44720400869846344,0.6658475069520792,0.35275748803180884,0.6904265244355362,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
6,0.7203068954604013,0.550561797752809,0.5476190476190477,1.0,0.7752808988764045,0.7922290963267259,0.2195384934220738,0.08130794602414863,0.44686588644981384,0.5163939727090474,0.27971996516295977,0.6602085202388214,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
7,0.7218768310102617,0.5056179775280899,0.47619047619047616,1.0,0.7528089887640449,0.6985622547315747,0.22108364037658912,0.06887151593907495,0.45125919580459595,0.6831145314622001,0.36351689805728665,0.6755206611719025,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
8,0.6971369196169125,0.5280898876404494,0.5119047619047619,1.0,0.7640449438202247,0.7404728207444207,0.2200798568083231,0.06690717237384128,0.45836517214775085,0.5027484964107871,0.2721451230920009,0.6706219094522884,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
9,0.6977805871400774,0.5168539325842697,0.5,1.0,0.7584269662921348,0.6935678335388055,0.2304420703659334,0.05167733651868413,0.4507294535636902,0.592899178684602,0.28373568228734414,0.690262264749977,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
10,0.6892767444160414,0.5280898876404494,0.5,1.0,0.7640449438202247,0.6938874325558041,0.22322536751657462,0.06127433060260299,0.45327018201351166,0.6552415443316304,0.3411714284611293,0.6792883166436399,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
11,0.6936935040521326,0.5955056179775281,0.5833333333333334,1.0,0.797752808988764,0.6899694746799683,0.2272624877651079,0.145111272844036,0.4525834454430474,0.6345469831209984,0.3212819189542886,0.6887292038188891,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
12,0.7039651079207474,0.5280898876404494,0.5119047619047619,1.0,0.7640449438202247,0.7072879772507743,0.22085211330282362,0.10288083971886151,0.45964953303337097,0.49230421004979624,0.23616198885577055,0.6802097384849292,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
13,0.7170281534609587,0.5730337078651685,0.5476190476190477,1.0,0.7865168539325843,0.7159784020322344,0.213819582909604,0.1254818246312691,0.4535481035709381,0.6417577442928281,0.33257007978794606,0.6643755778963312,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
14,0.6860610570966827,0.5393258426966292,0.5357142857142857,1.0,0.7696629213483146,0.7488394664035419,0.21269745908655455,0.1123857411943125,0.44423265755176544,0.4679557653754123,0.21462967040323894,0.6654448855793877,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
15,0.7035963891455845,0.5393258426966292,0.5238095238095238,1.0,0.7696629213483146,0.6901750908641333,0.2147414438714255,0.18580202004882723,0.45285080946408784,0.6192847442281576,0.3178748890825444,0.6815729877921972,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
16,0.7006640866676472,0.5393258426966292,0.5238095238095238,1.0,0.7696629213483146,0.6955948148676184,0.21623693874059494,0.10596183754420013,0.45102550089359283,0.6626786522667011,0.3436669042428997,0.6728229559539409,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
17,0.6969707089181272,0.48314606741573035,0.4642857142857143,1.0,0.7415730337078652,0.6925879308346952,0.21686353129374034,0.1693082873740893,0.4476039931178093,0.4294444803725021,0.19401303985298546,0.6865421091572622,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
18,0.6898377601404367,0.5393258426966292,0.5357142857142857,1.0,0.7696629213483146,0.6878237597058329,0.22391837901949974,0.11965669440419484,0.44287150181256807,0.5342106965013257,0.2589350506131845,0.6889554878299156,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
19,0.6852528469162699,0.5168539325842697,0.5,1.0,0.7584269662921348,0.682433188966151,0.2206643247648383,0.13939671000737822,0.4590985228617986,0.6322188449848024,0.34170881592920566,0.6875476013408618,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
20,0.6814900199819055,0.5393258426966292,0.5238095238095238,1.0,0.7696629213483146,0.6925241041384386,0.20936845093705003,0.14245649829004592,0.45121636614203453,0.6025027484964107,0.32360898052973547,0.6709793340624048,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
21,0.7055580836645564,0.5393258426966292,0.5119047619047619,1.0,0.7696629213483146,0.7106265539533636,0.20630836679084924,0.1485904110490941,0.4480034977197647,0.5811291469960551,0.30527380383946146,0.6631941447934407,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
22,0.6807356898088633,0.5168539325842697,0.5119047619047619,1.0,0.7584269662921348,0.7094849816868815,0.20853830007474627,0.12139797637636744,0.44927443861961364,0.38824936946258815,0.17685902657553446,0.6736959396453386,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
23,0.6830755571400897,0.550561797752809,0.5357142857142857,1.0,0.7752808988764045,0.68196516023593,0.2155169654727572,0.11368577466921857,0.43999645709991453,0.48192459419258876,0.20640297459209891,0.6852273184261964,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
24,0.6893788110395396,0.5168539325842697,0.5,1.0,0.7584269662921348,0.6817348552553841,0.20478447223199936,0.19737383087029617,0.448160070925951,0.4991916187027097,0.23533617790697903,0.6804865404461207,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
25,0.6904320388847256,0.4943820224719101,0.4880952380952381,1.0,0.7471910112359551,0.7073406682590421,0.2015146910394156,0.1793125072556935,0.45111910440027714,0.41447325874668567,0.18241609381730553,0.6722584952799122,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
26,0.6750663889861255,0.5056179775280899,0.47619047619047616,1.0,0.7528089887640449,0.7232949920678825,0.19581573411098363,0.18870411805410903,0.4494025886058807,0.5610812908232555,0.279213015673509,0.6536733854896901,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
27,0.6920039302073651,0.48314606741573035,0.4642857142857143,1.0,0.7415730337078652,0.6827015698458372,0.20404564986754273,0.16132272930627464,0.44328854978084564,0.5353100950656405,0.26298295552992457,0.6728730174932587,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
28,0.667505269020981,0.5168539325842697,0.4880952380952381,1.0,0.7584269662921348,0.6729655235670926,0.2065025828310403,0.19917511739087906,0.44879715758211475,0.43500614369785945,0.18744500971962028,0.6811032295227051,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
29,0.6628411153828876,0.4943820224719101,0.4642857142857143,1.0,0.7471910112359551,0.6805827734845408,0.1957492430249201,0.19364774863371687,0.449738210067153,0.48551380715255776,0.2187784302413907,0.6698444348372771,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
30,0.6662986953066002,0.48314606741573035,0.47619047619047616,1.0,0.7415730337078652,0.7127363819921955,0.19256497280549906,0.1894180146830805,0.44791598192283083,0.42009959257582613,0.1840784775378018,0.6633331618282232,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
31,0.6729015051207927,0.5056179775280899,0.4880952380952381,1.0,0.7528089887640449,0.6750830790300048,0.19926601541942407,0.2224065646361769,0.4521367170593955,0.5430058850158443,0.23661193087291768,0.6739252343606413,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
32,0.6830507698266403,0.4943820224719101,0.4642857142857143,1.0,0.7471910112359551,0.7017757221637817,0.1797396053822629,0.2561419433757161,0.44289793418003964,0.4518528099333894,0.22344744755498278,0.6494740877258643,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
33,0.6628529520508666,0.48314606741573035,0.4642857142857143,1.0,0.7415730337078652,0.6780516969019108,0.1993139228422923,0.21199517538038531,0.4430786669254303,0.4553126818857919,0.19236819071224157,0.6763019226910023,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
34,0.6500339589503982,0.5056179775280899,0.4880952380952381,1.0,0.7528089887640449,0.6878562033008994,0.18772154504413624,0.20258161258161736,0.44983267535765964,0.5253185022311324,0.2371871851281627,0.6572811774323496,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
35,0.6508580738713282,0.5168539325842697,0.5,1.0,0.7584269662921348,0.6794724276896273,0.19478319437967512,0.21768920374720283,0.4438601873422924,0.4647869106900343,0.1965127012016964,0.6719148872273691,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
36,0.649819581034761,0.5280898876404494,0.5238095238095238,1.0,0.7640449438202247,0.6848678389626942,0.19017349289066385,0.22330077243654917,0.4447196926921606,0.43811032787945414,0.1899669000559141,0.669561603096094,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
37,0.6543391601639504,0.4943820224719101,0.47619047619047616,1.0,0.7471910112359551,0.6962977673523547,0.18310538819475697,0.2189464627691869,0.4386430723326547,0.4900084071654918,0.217240544888807,0.6523189949855376,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
38,0.6433318715658247,0.47191011235955055,0.47619047619047616,1.0,0.7359550561797753,0.6967635250158524,0.1855212969651355,0.22484658172961028,0.4461876764183953,0.4367522473000065,0.18954946409181206,0.6628874014602618,89,84,20,2,klebsiella,emb16_g64_e64_lstm,True
