epoch,train_loss,acc_dec,acc_bub,top2_acc,mrr,nll,brier,ece,mce,roc_auc_edge,pr_auc_edge,mean_entropy,decisions,bubbles,coverage,fold,test_genome,variant,use_lstm
25,0.656719821467796,0.55,0.5384615384615384,1.0,0.78125,0.670242878422141,0.19186892541685485,0.28818971328437326,0.44207613915205,0.49360928705440893,0.3202692112094722,0.6756844244897365,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
26,0.6502187526897195,0.5375,0.5256410256410257,1.0,0.775,0.6753642885014415,0.18203146699978254,0.30024600438773635,0.4445622199111514,0.4722091932457786,0.3043816465046222,0.6707065403461456,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
27,0.6598248309168675,0.55,0.5384615384615384,1.0,0.78125,0.665386518649757,0.184639010405734,0.2657338336110115,0.4374150447547436,0.3306167917448405,0.21300699150595725,0.6706883952021598,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
28,0.642230063916531,0.5375,0.5256410256410257,1.0,0.775,0.6690747221931815,0.1812920202212524,0.29727662988007064,0.439066211382548,0.464469981238274,0.29979135765367493,0.6676573008298874,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
29,0.6413728788135519,0.55,0.5384615384615384,1.0,0.78125,0.6600867584347725,0.18609933267800022,0.2913198582828045,0.43972089687983196,0.45250938086303943,0.30743523705456455,0.6691783610731363,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
30,0.6388059598830685,0.55,0.5384615384615384,1.0,0.78125,0.6613885632716119,0.18349860905529408,0.2737188573926687,0.44296963856770444,0.41527908067542213,0.28003268164460293,0.6644599981606006,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
31,0.6399234191342269,0.525,0.5128205128205128,1.0,0.76875,0.6689330093562603,0.1744181065754976,0.28689113110303877,0.4451810280481975,0.43105065666041276,0.29149167749121985,0.6578082662075758,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
32,0.6372481239385324,0.5625,0.5512820512820513,1.0,0.7875,0.6485088715329766,0.18560296478916333,0.265471064299345,0.446249108761549,0.368609287054409,0.24920806780989835,0.6671824946999549,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
33,0.6342687320773148,0.5375,0.5384615384615384,1.0,0.775,0.6587384638376534,0.17985347973455734,0.267822527140379,0.44411614887854634,0.437265478424015,0.28786875389626165,0.6589505400508642,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
34,0.6296609143149757,0.5375,0.5256410256410257,1.0,0.775,0.6484846137464046,0.18288233110903054,0.24735823832452292,0.44243958592414856,0.35096153846153844,0.22339561636656557,0.6595961425453425,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
35,0.6277683733615415,0.575,0.5641025641025641,1.0,0.79375,0.6477002236060798,0.1809562525308226,0.28060694746673115,0.4429808706045151,0.3865501876172608,0.25908360370462213,0.6568319883197546,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
36,0.6389988014429568,0.55,0.5384615384615384,1.0,0.78125,0.6444022472947836,0.17948104488897987,0.2546097863465547,0.4418148142950875,0.318421669793621,0.2093732601597171,0.65589469820261,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
37,0.6246332901732212,0.5375,0.5384615384615384,1.0,0.775,0.6531668578274548,0.171959626146392,0.28086862117052075,0.44212789535522456,0.46499765478424016,0.3089183445779947,0.6498685505241155,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
38,0.624470908184793,0.5125,0.5,1.0,0.7625,0.6425064085051417,0.17931861373861302,0.28806752339005465,0.4451208353042603,0.4716815196998124,0.30233303637073383,0.6518551096320152,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
39,0.6186992543632159,0.5625,0.5512820512820513,1.0,0.7875,0.6457310725934804,0.17415474581007342,0.26979977767914526,0.442432280097689,0.4156308630393996,0.2705227785002228,0.646460909023881,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
40,0.6173626180468551,0.525,0.5128205128205128,1.0,0.76875,0.6292897187173366,0.18057494012106864,0.252738868072629,0.4413477530082067,0.41774155722326445,0.2582144707164326,0.6501766182482243,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
41,0.6136583675488071,0.525,0.5128205128205128,1.0,0.76875,0.6436667426023632,0.1745576241751599,0.2666830675676465,0.44243167127881733,0.45321294559099445,0.28657090151508774,0.6399454930797219,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
42,0.6115537542280499,0.525,0.5128205128205128,1.0,0.76875,0.629551321733743,0.17859741557813133,0.2378412768244743,0.4362923319523151,0.3950515947467167,0.24301558520959918,0.6435340076684952,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
43,0.6076498093138432,0.5,0.48717948717948717,1.0,0.75625,0.6359099593013525,0.1796075675224125,0.24870746657252316,0.4395274336521442,0.4130511257035648,0.2569816766966123,0.6404591402038932,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
44,0.6065206459795821,0.5125,0.5,1.0,0.7625,0.6385244242381305,0.1704341291263678,0.28551303632557395,0.4394273906946182,0.37335834896810505,0.22948476915788255,0.63360276799649,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
45,0.6040827413826142,0.5125,0.5,1.0,0.7625,0.6296124061569571,0.1739852346683696,0.2660738959908486,0.43576620732034954,0.4675187617260788,0.30012602840466995,0.6389866309240461,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
46,0.6032288245477242,0.5375,0.5256410256410257,1.0,0.775,0.6304685758892447,0.1707995911111191,0.2123929565772414,0.4397388815879822,0.40519465290806755,0.24153082381568305,0.6290159549564123,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
47,0.6056206954228655,0.5375,0.5256410256410257,1.0,0.775,0.6349708775058389,0.1679467746558747,0.2426611389964819,0.4434489267213004,0.33348968105065663,0.20507678821037345,0.6240169739350676,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
48,0.5991646007462417,0.5375,0.5256410256410257,1.0,0.775,0.6326382705010474,0.1717647127641611,0.2474526470527053,0.43678703531622887,0.4525680112570356,0.2899097902457463,0.6282088654115796,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
49,0.5984771536917852,0.525,0.5128205128205128,1.0,0.76875,0.6212078011594713,0.16592818130892648,0.31449068672955033,0.4441277881463369,0.3436913696060037,0.20823228786314338,0.6266327252611518,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
50,0.5970902425354352,0.55,0.5384615384615384,1.0,0.78125,0.6270756030455231,0.170259993962518,0.26899732612073424,0.44299851854642236,0.4665806754221389,0.30028930293457406,0.6258926574140787,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
51,0.5981574804789259,0.5375,0.5256410256410257,1.0,0.775,0.6229726001154632,0.17091382877179181,0.24533106107264754,0.4416787097087273,0.41000234521575984,0.2610400149469812,0.6224333696067333,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
52,0.5963810132591718,0.55,0.5384615384615384,1.0,0.78125,0.6204550105612725,0.17090142899157623,0.23418307583779094,0.44496876459855295,0.4613039399624765,0.29148309419918866,0.6249712008982897,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
53,0.5906201018564823,0.525,0.5128205128205128,1.0,0.76875,0.6244927832856775,0.1655080626397349,0.27456700131297107,0.4387613375981649,0.3737687617260788,0.23627344854720866,0.6169797945767641,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
54,0.5999713174938835,0.5375,0.5256410256410257,1.0,0.775,0.626321507547982,0.1676108122071714,0.2261152194812894,0.43919598004397226,0.4312851782363978,0.2609528856376808,0.6161189565435052,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
55,0.5902825489280691,0.525,0.5128205128205128,1.0,0.76875,0.630265565449372,0.1615762220726697,0.26969087105244394,0.4387146333853404,0.4299366791744841,0.2735948844960191,0.6176781540736556,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
56,0.5919575946899905,0.5625,0.5512820512820513,1.0,0.7875,0.6212015036027878,0.16783787038433645,0.2637860696762801,0.44559554010629654,0.46089352720450283,0.2955076860420639,0.6196432868018746,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
57,0.597102998169114,0.5375,0.5256410256410257,1.0,0.775,0.6178324749693275,0.1649058846200869,0.25959355458617217,0.44048528373241425,0.38690196998123827,0.22544198926687897,0.6112484913319349,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
58,0.6018971245506174,0.5625,0.5512820512820513,1.0,0.7875,0.6167581013403833,0.16536256007397393,0.2495491031557322,0.44199036806821823,0.4109404315196998,0.239798391081691,0.6150042435154319,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
59,0.5896889946096384,0.525,0.5128205128205128,1.0,0.76875,0.6362324917688966,0.16100364122450236,0.2784849001094699,0.4394275665283203,0.4807692307692308,0.307990777274185,0.60861582653597,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
60,0.5829615986059562,0.55,0.5384615384615384,1.0,0.78125,0.6251198447309434,0.16365173189335375,0.25780001431703564,0.44038388771670206,0.4180347091932457,0.24983718805237,0.6076408198103309,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
61,0.5799765745852012,0.525,0.5128205128205128,1.0,0.76875,0.6206888359040021,0.16012359967363335,0.26530802119523283,0.4367206162876553,0.40777439024390244,0.2673098558997242,0.6060676361434162,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
62,0.5782232359650947,0.55,0.5384615384615384,1.0,0.78125,0.6311210701940582,0.1651916516267072,0.2697827013209462,0.44298756784862947,0.44260084427767354,0.29301027996428675,0.6048336442559957,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
63,0.5782946233934755,0.575,0.5641025641025641,1.0,0.79375,0.6322874288773164,0.16126951916977178,0.23877639872953296,0.4419397988489696,0.3982762664165103,0.2491302547619001,0.6017452510073781,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
64,0.5740226587085877,0.5625,0.5512820512820513,1.0,0.7875,0.6285057194763795,0.16141688729547013,0.2392831055447459,0.4420301578938961,0.44541510318949346,0.29404588848700103,0.6020348565652966,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
65,0.5948110564784135,0.525,0.5128205128205128,1.0,0.76875,0.6360925103537738,0.1558051529815454,0.25742619950324297,0.4403662905097008,0.41867964352720455,0.2835454638736252,0.5987010908313095,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
66,0.5861449261612931,0.525,0.5128205128205128,1.0,0.76875,0.6221436822786928,0.16915400708411474,0.26147866901010275,0.4398772994677226,0.4808864915572233,0.3289365816726238,0.60661660162732,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
67,0.5791405212463706,0.5625,0.5512820512820513,1.0,0.7875,0.631259887991473,0.16189405285892997,0.23901359913870687,0.4397695873464857,0.4047842401500938,0.25735077557699004,0.5971633778885007,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
68,0.5796244947424523,0.55,0.5384615384615384,1.0,0.78125,0.6471458427258767,0.1625581387228672,0.23886263463646173,0.43817654252052307,0.47297138836772984,0.30808652625949773,0.5955719978548586,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
69,0.5674564550773068,0.55,0.5384615384615384,1.0,0.78125,0.6188477149466053,0.16102559126091548,0.263187603186816,0.4443849261317934,0.42600844277673555,0.2694620156248461,0.5979894050396979,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
70,0.566020363936795,0.5625,0.5512820512820513,1.0,0.7875,0.6202279810095206,0.16013372127587983,0.2500195648521185,0.44504240341484547,0.4333372420262664,0.2704689729777514,0.5960262667387723,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
71,0.5637850502540854,0.5625,0.5512820512820513,1.0,0.7875,0.6215124661219307,0.160897865252637,0.23736064555123448,0.4465979188680649,0.43984521575985,0.2884423719154124,0.5952508182264864,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
72,0.5646809853273806,0.55,0.5384615384615384,1.0,0.78125,0.6604603822925128,0.15905079951672269,0.22223922465927898,0.4391573896774879,0.4937851782363978,0.3304684721026876,0.5906249498948455,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
73,0.5630229826587135,0.55,0.5384615384615384,1.0,0.78125,0.625946200848557,0.15938880835455094,0.25978787951171395,0.4443590300423758,0.44523921200750477,0.2934937158406099,0.5956697339192033,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
74,0.5582730779299467,0.55,0.5384615384615384,1.0,0.78125,0.6665859868749976,0.15540716997954593,0.2278985629789531,0.4386163101746486,0.45438555347091925,0.3050439491674286,0.5842727297917009,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
75,0.5591049520323808,0.5625,0.5512820512820513,1.0,0.7875,0.6347941605024972,0.16188416552686916,0.2372972165234387,0.44419271179607933,0.4731472795497185,0.32442518286198885,0.5928578568156808,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
76,0.5601490076042053,0.5625,0.5512820512820513,1.0,0.7875,0.6353486353880726,0.15531854931011835,0.25164763112552463,0.44042858481407166,0.4591932457786116,0.3147101791113214,0.5849678705446422,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
77,0.5665580435348899,0.5375,0.5256410256410257,1.0,0.775,0.6424692085827701,0.16141537377826068,0.23699025588575745,0.4418972680966059,0.4594277673545966,0.3161313465696887,0.5894423360005021,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
78,0.5566039329879086,0.525,0.5128205128205128,1.0,0.76875,0.684651467227377,0.14965317051703086,0.25449296759907153,0.4408322393894195,0.4631214821763603,0.32059439853116634,0.5744942404329777,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
79,0.5638467484121348,0.575,0.5641025641025641,1.0,0.79375,0.6550206240615808,0.1506214961023924,0.24620212980080394,0.43667901708529544,0.4915572232645404,0.3336577968221671,0.5830994412302971,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
80,0.5658144807847512,0.5625,0.5512820512820513,1.0,0.7875,0.6304584526398684,0.14958301832753013,0.23302901289425793,0.44334651644413287,0.4017940900562852,0.26479773237491844,0.5805323343258351,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
81,0.5804363733641903,0.55,0.5384615384615384,1.0,0.78125,0.657389271480497,0.15944580830277982,0.22117223098175604,0.4419487033571516,0.4702157598499062,0.32591842537809534,0.58546885070391,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
82,0.5609147358515947,0.55,0.5384615384615384,1.0,0.78125,0.661092547577573,0.15314311491149052,0.22450130564393472,0.4417022347450257,0.47103658536585363,0.32515515108849996,0.5799705867655576,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
83,0.5586523957770247,0.5625,0.5512820512820513,1.0,0.7875,0.6541875557624734,0.15409880963351763,0.23792754442547454,0.4374834795792898,0.4675187617260788,0.3220706531735126,0.5837873888202012,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
84,0.5551778546287292,0.5625,0.5512820512820513,1.0,0.7875,0.6951628550130409,0.15090544426734645,0.24336192891787506,0.44452227308199954,0.41815196998123827,0.27082739958486834,0.573877381789498,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
85,0.5507136599308045,0.5625,0.5512820512820513,1.0,0.7875,0.7161784026247915,0.15183367406937295,0.21903026711370327,0.44254846232278006,0.44664634146341464,0.2941351366833604,0.5693083998630755,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
86,0.5523404258505589,0.5625,0.5512820512820513,1.0,0.7875,0.6791639978939201,0.1531955244440567,0.25956077849841674,0.44678356785040635,0.4598381801125704,0.3153911381496965,0.5770422996021807,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
87,0.544702087746229,0.55,0.5384615384615384,1.0,0.78125,0.7327627532416955,0.14583525167878278,0.22300863052223574,0.4503182992339134,0.4386139774859287,0.3009802467482271,0.5629711692337878,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
88,0.544477693357033,0.5625,0.5512820512820513,1.0,0.7875,0.6935221675841603,0.14864409083691407,0.2293395331449574,0.445160835981369,0.4497537523452158,0.3081745838536198,0.5736870357533916,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
89,0.5418426413638342,0.575,0.5641025641025641,1.0,0.79375,0.7370598568726564,0.14622066461582942,0.23479473408879126,0.44592350721359253,0.4603072232645404,0.31538570295241314,0.5637899603811093,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
90,0.5485755614237235,0.575,0.5641025641025641,1.0,0.79375,0.7421686550049345,0.14725027543414473,0.2114570074249059,0.4378535380730262,0.4375,0.2982607838559677,0.5624080726702232,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
91,0.5625210649685949,0.5625,0.5512820512820513,1.0,0.7875,0.6941555817087647,0.14770667097530726,0.2277561520058953,0.4431493557416476,0.4102954971857411,0.28466112087978124,0.5717716739978641,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
92,0.5477549867559693,0.5375,0.5256410256410257,1.0,0.775,0.6944255329755833,0.14833357287120097,0.2169156361444038,0.4360352624207735,0.4517471857410882,0.31230169304677996,0.5714045253524092,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
93,0.5364146932919607,0.575,0.5641025641025641,1.0,0.79375,0.7516138023580424,0.14607292190092064,0.2202072227046301,0.4450271904468536,0.4577274859287055,0.3162596932978995,0.5550252787448698,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
94,0.5412340964772426,0.55,0.5384615384615384,1.0,0.78125,0.7100970011291793,0.14143712068437342,0.24217579548785578,0.43784680045568025,0.4273569418386491,0.2886772377535142,0.561224668068462,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
95,0.535558684102332,0.5625,0.5512820512820513,1.0,0.7875,0.6785924990836065,0.14875260369162296,0.24119338211821745,0.43628541827201844,0.46060037523452163,0.3150789216780758,0.57237583756214,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
96,0.5329545661207817,0.575,0.5641025641025641,1.0,0.79375,0.7404462184174918,0.1414917359843164,0.22635240699164566,0.4373595317204793,0.4428939962476548,0.30184274928937305,0.552114711725153,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
97,0.5307003429843657,0.5375,0.5256410256410257,1.0,0.775,0.6957283010298851,0.14796182105844605,0.2499334433930926,0.4358141995393313,0.4529197936210132,0.3112627458977433,0.565157105383696,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
98,0.5333130124746635,0.575,0.5641025641025641,1.0,0.79375,0.7262209928419907,0.1394748647373014,0.23524677607510966,0.44275488207737607,0.43732410881801126,0.29779776885479053,0.551706562153413,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
99,0.5301606449780452,0.5625,0.5512820512820513,1.0,0.7875,0.706620488432236,0.1435621424453312,0.23045831614617782,0.44125674529509107,0.4382621951219512,0.29816166168995906,0.5586585608136374,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
100,0.5274964460738543,0.575,0.5641025641025641,1.0,0.79375,0.7188271168168285,0.13994237500945605,0.21031817892471738,0.4370167851448059,0.461890243902439,0.31610467071523035,0.5507107698416803,80,78,20,1,ecoli,emb16_g64_e64_lstm,True
