epoch,train_loss,acc_dec,acc_bub,top2_acc,mrr,nll,brier,ece,mce,roc_auc_edge,pr_auc_edge,mean_entropy,decisions,bubbles
1,0.795905978864569,0.6029411764705882,0.5873015873015873,1.0,0.8014705882352942,0.8023626346086317,0.22009123321234925,0.2119990000843673,0.44583220034837723,0.3287128712871287,0.22261942718922495,0.664282189517775,68,63
2,0.7082345520112381,0.47058823529411764,0.47619047619047616,1.0,0.7352941176470589,0.6986778904409969,0.23685900385503658,0.09124671755468144,0.43303728103637695,0.592013201320132,0.33782699719400744,0.6913863411721062,68,63
3,0.6992393896327948,0.5294117647058824,0.5238095238095238,1.0,0.7647058823529411,0.7063249034040114,0.23523324201597837,0.12284499012372072,0.45785048604011536,0.5075907590759076,0.2706745335983938,0.6911689621560714,68,63
4,0.6930191902437619,0.5147058823529411,0.49206349206349204,1.0,0.7573529411764706,0.725470178267535,0.22580072317613542,0.12344001189750783,0.43851125836372373,0.36356435643564355,0.22165290058058507,0.6838312561021131,68,63
5,0.6966344287293186,0.5294117647058824,0.5079365079365079,1.0,0.7647058823529411,0.7100852066103149,0.2264572436764018,0.15431295642081422,0.4317077696323395,0.4112211221122112,0.2538586788641456,0.6874480624409283,68,63
6,0.6901858652582263,0.5294117647058824,0.5079365079365079,1.0,0.7647058823529411,0.7020015142419759,0.2296818366419716,0.12738411435309577,0.4492743730545044,0.494983498349835,0.2869771052095033,0.687965848866631,68,63
7,0.6906544413700355,0.5588235294117647,0.5396825396825397,1.0,0.7794117647058824,0.7100232431993765,0.22164540769908236,0.14585804632481403,0.43883016705513,0.4322772277227722,0.2726896885494632,0.6818519953419181,68,63
8,0.6912229753563507,0.6176470588235294,0.6190476190476191,1.0,0.8088235294117647,0.6924309581518173,0.21934375070518358,0.20110280198209426,0.4494362697005272,0.620990099009901,0.37896199293274235,0.6807880572536412,68,63
9,0.694586984198479,0.5882352941176471,0.5714285714285714,1.0,0.7941176470588235,0.703922383925494,0.22185791567764698,0.1918612201424206,0.4449046651522318,0.43221122112211224,0.2673618186743184,0.6846753735752666,68,63
10,0.6891265089559083,0.6029411764705882,0.5873015873015873,1.0,0.8014705882352942,0.7006890480132664,0.22460983100147386,0.2254675438298899,0.4500810354948044,0.47656765676567664,0.2809007759210541,0.6878494182053734,68,63
11,0.6923066121910272,0.5588235294117647,0.5396825396825397,1.0,0.7794117647058824,0.7276971094748553,0.215436339967554,0.18427361416466093,0.45721501111984253,0.37095709570957097,0.23836132732644238,0.6778986909810234,68,63
12,0.6910400390625,0.6323529411764706,0.6190476190476191,1.0,0.8161764705882353,0.7012192243162323,0.21938889090290428,0.2223663667545599,0.45908753077189124,0.42561056105610556,0.26380463139756,0.6854878313401166,68,63
13,0.6836982572039362,0.6323529411764706,0.6190476190476191,1.0,0.8161764705882353,0.6985583712949472,0.2169412375303359,0.23432143076377754,0.45230262620108463,0.42264026402640265,0.2663070435244,0.6852124368443209,68,63
14,0.6792588716883077,0.6323529411764706,0.6349206349206349,1.0,0.8161764705882353,0.6994630882845205,0.21185894900316243,0.2711243287605398,0.4452288517585168,0.5375577557755776,0.30246165167713274,0.685393256299636,68,63
15,0.6840238788537066,0.6470588235294118,0.6507936507936508,1.0,0.8235294117647058,0.6895604462308043,0.21739551713254576,0.22177457152044078,0.45104509592056274,0.5294389438943894,0.30433975226006105,0.6866476044935339,68,63
16,0.6799241344724157,0.6323529411764706,0.6190476190476191,1.0,0.8161764705882353,0.7086925638072631,0.212010035437904,0.19812371691360198,0.4518675605456034,0.39788778877887787,0.2582800607213609,0.678159203599481,68,63
17,0.6838460769196941,0.6470588235294118,0.6349206349206349,1.0,0.8235294117647058,0.7082618030116838,0.20739756539529774,0.2353129488799502,0.4449043869972229,0.381056105610561,0.25519376519388515,0.6757563527892617,68,63
