epoch,train_loss,acc_dec,acc_bub,top2_acc,mrr,nll,brier,ece,mce,roc_auc_edge,pr_auc_edge,mean_entropy,decisions,bubbles
1,0.9413510049530381,0.47058823529411764,0.4603174603174603,1.0,0.7352941176470589,0.7867751400651073,0.21651989137047092,0.1192450531910735,0.44295160969098407,0.7429702970297031,0.45868670023424263,0.6577361525470384,68,63
2,0.7825059859272671,0.5,0.47619047619047616,1.0,0.75,0.6926031965104973,0.22883782692174606,0.06990934776909213,0.4475105404853821,0.6084488448844885,0.38126396139813223,0.6851020262521856,68,63
3,0.7200534282737833,0.5147058823529411,0.49206349206349204,1.0,0.7573529411764706,0.7633602511247292,0.2175646831661269,0.10803510555449655,0.45035936683416367,0.3015841584158416,0.1851257851788486,0.6657171413740691,68,63
4,0.7197573074806641,0.5735294117647058,0.5396825396825397,1.0,0.7867647058823529,0.737480708890978,0.22435144462102252,0.14912641015561187,0.44789512952168786,0.28910891089108914,0.183108843939923,0.6742750842343358,68,63
5,0.6985800873131642,0.5147058823529411,0.49206349206349204,1.0,0.7573529411764706,0.6930444906739628,0.2381814619117216,0.039540216764983024,0.4500322937965393,0.37485148514851485,0.21448208758187237,0.6922984719276428,68,63
6,0.6949945486614807,0.5147058823529411,0.49206349206349204,1.0,0.7573529411764706,0.7103624948683906,0.2282112255344003,0.1569084669737255,0.45396721363067627,0.24607260726072605,0.17537949816116838,0.6886293817968929,68,63
7,0.6900380885246957,0.5441176470588235,0.5238095238095238,1.0,0.7720588235294118,0.7105998291688806,0.22651562321442748,0.1993471730281325,0.45405183235804236,0.2714191419141914,0.18089144888130548,0.687835082411766,68,63
8,0.6890112005247928,0.5441176470588235,0.5079365079365079,1.0,0.7720588235294118,0.7049274597974384,0.22622631963033346,0.11317717262050683,0.45164330303668976,0.3134653465346534,0.1894203640122239,0.6865504909964169,68,63
9,0.6890035580487142,0.6617647058823529,0.6349206349206349,1.0,0.8308823529411765,0.684034679304151,0.2199226124811558,0.2204305402496282,0.4560367465019226,0.4551815181518151,0.2295153042807615,0.684434010702021,68,63
10,0.6874034628026163,0.6323529411764706,0.6031746031746031,1.0,0.8161764705882353,0.6934791996198542,0.21988392693432157,0.19253211161669556,0.4508646329243978,0.37537953795379536,0.20325346636921443,0.6846532400916604,68,63
11,0.6807056510999258,0.6323529411764706,0.6349206349206349,1.0,0.8161764705882353,0.6793418763314977,0.22140314764189886,0.19442411731271186,0.44703849156697595,0.6077887788778878,0.39255606818936717,0.6864720933577594,68,63
12,0.6904447357056558,0.6029411764705882,0.6031746031746031,1.0,0.8014705882352942,0.6772236556691282,0.2224065895688471,0.15399834338356458,0.4496977166696028,0.5777557755775579,0.3627550745163811,0.6885806462344002,68,63
13,0.6948686472260126,0.5441176470588235,0.5238095238095238,1.0,0.7720588235294118,0.7314774836687481,0.2132741182787825,0.15364864233004696,0.4505677691527775,0.2714191419141914,0.18069727930204982,0.6739545030628934,68,63
