variant,n_folds,acc_dec_mean,acc_dec_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,acc_bub_mean,acc_bub_std
emb128_g64_e128_mean,3,0.6009933333333334,0.00893866507557664,0.6042000000000001,0.007430397028423157,0.9954333333333333,0.0079096986878979,0.7518866666666667,0.0066925132299707835,0.5871533333333333,0.011383572959898513
emb128_g64_e16_mean,3,0.60372,0.02705517325762304,0.60774,0.02580633255617693,0.99532,0.006608721510246906,0.7541066666666667,0.02126172460863262,0.58658,0.03119696780137456
emb128_g64_e256_mean,3,0.6142133333333333,0.024918911158662863,0.6181666666666666,0.02355465417562597,0.9951266666666667,0.007624600535984395,0.7622733333333334,0.019046346981333076,0.59802,0.03180121381331221
emb128_g64_e32_mean,3,0.6156,0.02124096984603102,0.61958,0.023152805445561045,0.9950933333333333,0.00849859596247133,0.7633733333333333,0.01685349024188559,0.5989,0.022817107616873823
emb128_g64_e64_mean,3,0.60502,0.016204085904487193,0.6082933333333334,0.01682903839597896,0.9943666666666666,0.009757219549304691,0.7546466666666667,0.013628709892478238,0.58342,0.021428831046046336
emb128_g64_e8_mean,3,0.5955533333333334,0.014740208049187567,0.6005666666666666,0.016200374481268418,0.9968866666666667,0.0030129277013120274,0.74848,0.011928134808091292,0.5779866666666666,0.01706203192276153
emb128_g8_e128_mean,3,0.6221466666666666,0.035089698393308166,0.62732,0.034564328432648554,0.9968866666666667,0.00457009117341586,0.7695333333333334,0.025997456285824044,0.6039533333333333,0.03758379615383912
emb128_g8_e16_mean,3,0.5779133333333334,0.02110929968836799,0.5810066666666667,0.020984225821634003,0.9935866666666666,0.01022078927154518,0.7324533333333333,0.018479613993082563,0.5631533333333333,0.018786509344030144
emb128_g8_e256_mean,3,0.6150666666666667,0.04314590285685688,0.61928,0.04223520332613544,0.9953066666666667,0.006466601374240851,0.7627533333333333,0.03306423042100535,0.5982133333333334,0.04577447906129937
emb128_g8_e32_mean,3,0.61518,0.031725806530331115,0.6191666666666666,0.03110672167447632,0.9952066666666667,0.007453062010565445,0.76286,0.024099925311087615,0.5956333333333333,0.03583953310707789
emb128_g8_e64_mean,3,0.61266,0.030349135078285214,0.6173866666666666,0.030156460888727202,0.99658,0.005923613761885587,0.7618933333333333,0.023115815653645753,0.5926133333333333,0.03406528046755717
emb128_g8_e8_mean,3,0.5935,0.020552673791991136,0.5987333333333333,0.019565779650536158,0.9964533333333333,0.004377457405084998,0.7476733333333333,0.015502081580656598,0.5784733333333333,0.02581134892510139
emb16_g128_e128_mean,3,0.6114333333333333,0.02754891165424385,0.6147533333333334,0.027020986905243405,0.9948666666666667,0.008891194145520219,0.7595466666666666,0.022055115808658404,0.5933733333333333,0.02908191419651277
emb16_g128_e16_mean,3,0.60778,0.033353278699402265,0.6113999999999999,0.03386266971164558,0.9947866666666667,0.00902975821012574,0.7567466666666667,0.027262284081370266,0.5937466666666666,0.03479159285421314
emb16_g128_e256_mean,3,0.6134533333333333,0.024792049800961034,0.61702,0.023578354480327923,0.9960066666666667,0.006916656224891711,0.7615733333333333,0.01919687821843265,0.59434,0.029219452424711828
emb16_g128_e32_mean,3,0.6071466666666667,0.03904577996830555,0.6109333333333333,0.03908120946610189,0.9944266666666667,0.008868491040381872,0.7563266666666667,0.031183382326702976,0.5873133333333334,0.04340275260088157
emb16_g128_e64_mean,3,0.6112266666666667,0.031847915682715174,0.6157,0.03205986899536555,0.9960333333333333,0.006870468203356559,0.7604866666666666,0.024934316379907687,0.5931733333333333,0.03531986598691072
emb16_g128_e8_mean,3,0.5879266666666667,0.03640931931982981,0.5909933333333334,0.03640260613381043,0.9938,0.010738715006927075,0.7405866666666666,0.031536146456619195,0.5777866666666667,0.04254827532736585
emb16_g16_e128_mean,3,0.6152133333333333,0.0230739882407297,0.61764,0.024024395934133285,0.99378,0.010773356023078422,0.7614933333333332,0.019529683390504152,0.5986866666666667,0.02747896892776968
emb16_g16_e16_mean,3,0.6093000000000001,0.03274166153389287,0.6135133333333332,0.033163210540195505,0.99596,0.006997485262578275,0.7587333333333333,0.026043328000340767,0.59124,0.034533398326837175
emb16_g16_e256_mean,3,0.6172733333333333,0.03666530967185924,0.6208,0.03687889369273427,0.9965733333333333,0.005935160767269327,0.7642533333333333,0.029032404883738646,0.59998,0.03987526050071648
emb16_g16_e32_mean,3,0.6212799999999999,0.02873000522102283,0.6250266666666666,0.029018954725029834,0.99486,0.008902741150904022,0.7673666666666666,0.023296157050752643,0.5999533333333333,0.0336789627710435
emb16_g16_e64_mean,3,0.6251666666666666,0.03891950839018056,0.6295333333333333,0.03854185430584957,0.9971733333333334,0.004895930282728052,0.77122,0.029731848243928594,0.6044733333333333,0.04309469263532728
emb16_g16_e8_mean,3,0.6120066666666667,0.02482249248833269,0.6175533333333333,0.026991897549696917,0.9969066666666666,0.004487374882192636,0.7618133333333333,0.02022141768851364,0.5973933333333333,0.025920496394423675
emb16_g256_e128_mean,3,0.59676,0.03180325140610625,0.6010066666666667,0.030111594666064008,0.9958,0.007274613391789253,0.74898,0.024629794964635788,0.5817266666666667,0.037034115803314796
emb16_g256_e16_mean,3,0.60158,0.01980637271183194,0.6056733333333333,0.019478771350712413,0.9947866666666667,0.00902975821012574,0.7525266666666667,0.01679644406811553,0.5847333333333333,0.02734421571984339
emb16_g256_e256_mean,3,0.6207533333333333,0.017684301889906013,0.6236266666666667,0.018014531171621814,0.99468,0.008363444266568633,0.7662066666666666,0.014434255551753726,0.6061866666666667,0.02095223456658816
emb16_g256_e32_mean,3,0.5976199999999999,0.03515934015308022,0.60272,0.03303818396946173,0.9969733333333334,0.005242340444241789,0.7506266666666667,0.02646681192235536,0.58166,0.0402393290202508
emb16_g256_e64_mean,3,0.60962,0.04289582264043904,0.6143,0.04147327332150186,0.99612,0.005875644645483582,0.7592266666666667,0.03222808919767558,0.5934666666666667,0.04586794232722168
emb16_g256_e8_mean,3,0.5783066666666666,0.031066022167849722,0.5819066666666667,0.028780926554461947,0.9947333333333334,0.0068868667282976454,0.7338266666666666,0.024662524877500574,0.5668333333333334,0.03678387327801861
emb16_g32_e128_mean,3,0.6193333333333333,0.028459348786178024,0.6230733333333334,0.027527123593527388,0.9966066666666666,0.005877425740350371,0.7663266666666666,0.0216102228894876,0.6031133333333333,0.028608742253607225
