variant,coverage,runs,params,acc_dec,precision_dec,recall_dec,f1_dec,acc_bub,decisions,bubbles
emb256_g8_e64_mean,20,5,8473,0.6110218140068886,0.6148880330121571,0.9980696263144841,0.7605363978418177,0.5899117276166457,4355,3965
emb256_g8_e128_mean,20,5,9945,0.6213547646383467,0.6251448261857669,0.9977225381436846,0.768211067138305,0.6047919293820934,4355,3965
emb256_g8_e256_mean,20,5,12889,0.6195177956371987,0.6232198495256601,0.9977220966534324,0.7666251921013005,0.6047919293820934,4355,3965
emb256_g16_e8_mean,20,5,9577,0.6013777267508611,0.6053580514848038,0.9967046959693739,0.7524886875564227,0.5896595208070617,4355,3965
emb256_g16_e16_mean,20,5,9889,0.5933409873708381,0.5965836059415652,0.9964662058547722,0.7458439618347111,0.5778058007566205,4355,3965
emb256_g16_e32_mean,20,5,10513,0.5933409873708381,0.5971422063715187,0.9964067326517654,0.7463774398307134,0.5808322824716268,4355,3965
emb256_g16_e64_mean,20,5,11761,0.5995407577497129,0.6034887824314237,0.9973082042422963,0.7516798143355704,0.5833543505674653,4355,3965
emb256_g16_e128_mean,20,5,14257,0.6119402985074627,0.6149184616214609,0.9969298344358243,0.7601868904358529,0.5931904161412358,4355,3965
emb256_g16_e256_mean,20,5,19249,0.6144661308840413,0.6177724907382466,0.9976452060734529,0.7624118822376661,0.5974779319041614,4355,3965
emb256_g32_e8_mean,20,5,14745,0.598622273249139,0.6019874332533023,0.9965605360034948,0.7500692641580988,0.580327868852459,4355,3965
emb256_g32_e16_mean,20,5,15313,0.5967853042479908,0.5994348986678911,0.995646556884594,0.7479814509979581,0.5800756620428752,4355,3965
