variant,n_runs_total,acc_dec_mean,acc_dec_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,acc_bub_mean,acc_bub_std
emb32_g32_e256_mean,15,0.61778,0.03104039303874872,0.62196,0.03148312019388892,0.99654,0.006403436577338766,0.7655133333333334,0.024688021001132935,0.5998133333333333,0.03308784556010747
emb32_g32_e32_mean,15,0.61198,0.028410817859198845,0.6162666666666666,0.02872752952101786,0.99536,0.007969567114969293,0.7609066666666666,0.023433232405120328,0.5981066666666667,0.027610517319794397
emb32_g32_e64_mean,15,0.61996,0.030295256582979643,0.6238066666666666,0.030406354285780153,0.99528,0.006766007474342392,0.7665066666666667,0.02281670649410417,0.6045533333333334,0.0290888998629734
emb32_g32_e8_mean,15,0.60012,0.02730688557854959,0.6036266666666666,0.027547036829670784,0.9945466666666667,0.008288276286992594,0.7509266666666666,0.02199257883490529,0.5798733333333334,0.03276253231680243
emb32_g64_e128_mean,15,0.6203666666666666,0.027805335219462234,0.6250466666666666,0.028047634651139644,0.9972133333333333,0.006061455113686648,0.7681133333333333,0.021598011372302214,0.6047933333333333,0.026295422379099324
emb32_g64_e16_mean,15,0.6061066666666667,0.03903748137855403,0.6103333333333334,0.04004102657929502,0.99578,0.007646026045320164,0.7561866666666667,0.032324247127828866,0.59148,0.0381986013206916
emb32_g64_e256_mean,15,0.6159533333333334,0.028352371195033265,0.6186,0.029228068701164647,0.9927133333333333,0.011409699299071742,0.7619,0.023435717551268994,0.5988333333333333,0.028217463353307232
emb32_g64_e32_mean,15,0.6024666666666667,0.03583008844665664,0.60564,0.03608964631897315,0.99386,0.009863192760388056,0.7520933333333333,0.029318386884748804,0.5889666666666666,0.04420489091664382
emb32_g64_e64_mean,15,0.6069333333333333,0.0345116681441978,0.6099333333333333,0.034271868235930064,0.9947266666666666,0.008003523033788372,0.75574,0.027742200963256594,0.5896533333333334,0.03629415274957555
emb32_g64_e8_mean,15,0.5978733333333334,0.04430655331513235,0.60246,0.04402221517110909,0.99576,0.0055715860783596815,0.7499266666666666,0.03520163280845014,0.58518,0.047983869313402754
