variant,n_runs_total,acc_dec_mean,acc_dec_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,acc_bub_mean,acc_bub_std
emb32_g8_e128_mean,15,0.60758,0.0387782560574498,0.61248,0.03704327970669676,0.9970866666666667,0.005483334057027023,0.75826,0.0291605359543143,0.5907933333333333,0.039867556925877644
emb32_g8_e16_mean,15,0.5966,0.038357994137933143,0.6012533333333333,0.03698543857610272,0.9961066666666667,0.006505763012971847,0.7493266666666667,0.0296030757732722,0.5812466666666667,0.04077069792784775
emb32_g8_e256_mean,15,0.62162,0.03651890312857555,0.6263533333333333,0.03537555384052396,0.9993866666666666,0.002375429785673879,0.7695466666666667,0.02736663418593281,0.6074466666666667,0.03457587653401194
emb32_g8_e32_mean,15,0.6154266666666667,0.04273410258575139,0.6196200000000001,0.04209918899795712,0.9964,0.005927900134111575,0.7632933333333334,0.03243198303849956,0.5970333333333333,0.045580598420610415
emb32_g8_e64_mean,15,0.6101066666666667,0.03547315819575348,0.61452,0.035971182910769,0.9955466666666667,0.006947544958644083,0.7593533333333333,0.02753773687834482,0.5916866666666667,0.03678367003103933
emb32_g8_e8_mean,15,0.60432,0.03840080356302084,0.6083866666666666,0.04030671455347407,0.9950533333333333,0.006244982748079416,0.75438,0.030551343201708353,0.58862,0.03982252054876918
emb64_g128_e128_mean,15,0.5943533333333333,0.030547945141710466,0.5977666666666667,0.028585127668239008,0.9952333333333333,0.008046708880624661,0.7466066666666666,0.0239955491904724,0.5825533333333334,0.035546526184840097
emb64_g128_e16_mean,15,0.5997466666666667,0.02847429584396292,0.6035066666666666,0.029669235308809765,0.9946,0.009501804339928584,0.7509133333333333,0.02509629644465685,0.5847866666666667,0.03389810080366211
emb64_g128_e256_mean,15,0.6102799999999999,0.028403928299746535,0.6140066666666667,0.028807128747354645,0.9948866666666667,0.007772558566306638,0.7590266666666666,0.022807876667836433,0.5916266666666666,0.029784259185651987
emb64_g128_e32_mean,15,0.5946533333333334,0.032411723334679524,0.59916,0.03187143369405094,0.9958066666666666,0.006694930562604463,0.74776,0.025693795804768566,0.5794866666666667,0.03804271784392356
emb64_g128_e64_mean,15,0.5966666666666667,0.026908858516605023,0.5996533333333334,0.027101261611821335,0.99358,0.0106150297758818,0.7476333333333334,0.02253649949579148,0.5865466666666667,0.03306365865734648
emb64_g128_e8_mean,15,0.6024866666666667,0.042504568942084105,0.6068066666666667,0.04342730323962871,0.9952666666666666,0.006408550835370187,0.7531266666666666,0.03409755891276564,0.5892266666666667,0.04652826278827995
emb64_g16_e128_mean,15,0.61144,0.03210653694009546,0.6152933333333334,0.03146672770373417,0.9967266666666666,0.005484454220361221,0.7604866666666666,0.024895922404702186,0.5894866666666667,0.04191779142673475
emb64_g16_e16_mean,15,0.6073533333333333,0.03105214201644587,0.6102733333333333,0.032658699708755505,0.9936,0.008556618157059147,0.7556333333333334,0.02565397954834038,0.5887466666666666,0.03653401285429914
emb64_g16_e256_mean,15,0.6212666666666666,0.03405159250873521,0.6244266666666667,0.03444966237998913,0.9955333333333334,0.006984336216202108,0.76698,0.026449607072425753,0.59824,0.04044457936485431
emb64_g16_e32_mean,15,0.6025733333333333,0.03467618504858644,0.6065466666666667,0.03468974460777106,0.99532,0.007308234103686455,0.7532733333333334,0.027652963330398798,0.58068,0.03813785520975188
emb64_g16_e64_mean,15,0.6006933333333333,0.03982808532872728,0.6047133333333333,0.038236068735958625,0.9957666666666667,0.00738798896536675,0.75176,0.029457882767484442,0.5833066666666666,0.04313565755127597
emb64_g16_e8_mean,15,0.6015133333333333,0.048341787109625764,0.60582,0.04901252318103434,0.99494,0.006688241280678458,0.75206,0.038246956928437,0.5830133333333334,0.05109510553393358
emb64_g256_e128_mean,15,0.59748,0.035023261657687675,0.6007666666666667,0.03635149174904592,0.9940266666666666,0.00946047919857482,0.74842,0.029887508140645353,0.5825733333333334,0.03981569085291924
emb64_g256_e16_mean,15,0.5936933333333333,0.044543276976548585,0.59722,0.04428850544199606,0.9943933333333334,0.008504323830236239,0.7454933333333333,0.03650323795161712,0.57878,0.04608170073746347
emb64_g256_e256_mean,15,0.5991466666666667,0.019466633235457265,0.6019533333333333,0.019109528911987726,0.9942133333333334,0.008481397009814776,0.74976,0.01623175019169881,0.58182,0.024724314232870328
emb64_g256_e32_mean,15,0.5934733333333333,0.03898736913900387,0.59684,0.03935947517071697,0.99442,0.009234655225987447,0.7453866666666666,0.03297046008315986,0.57958,0.043748799167193465
emb64_g256_e64_mean,15,0.6073066666666667,0.043640454146299135,0.6111066666666667,0.0434226811481654,0.99486,0.007490355703932135,0.7564,0.03454802041052011,0.5956133333333333,0.042729445629559985
emb64_g256_e8_mean,15,0.5860333333333333,0.038811939743675083,0.5891266666666667,0.03894117297130318,0.9943066666666667,0.008541199871100974,0.73926,0.03222742399173191,0.5716866666666667,0.041489686612917374
emb64_g32_e128_mean,15,0.61984,0.031200842479467944,0.62334,0.031058442606525793,0.99548,0.010026123022242582,0.76624,0.02460829709090586,0.6001733333333333,0.03528912148577936
emb64_g32_e16_mean,15,0.60116,0.0368769149623834,0.6040933333333334,0.03726109550315501,0.99498,0.008606741543697019,0.75118,0.029531634370136523,0.5817866666666667,0.04062551743260221
emb64_g32_e256_mean,15,0.61676,0.03487098261551327,0.62064,0.03387010481235629,0.9959666666666667,0.006394044848435883,0.7642933333333333,0.027020004934615875,0.5970933333333334,0.039532346008710126
emb64_g32_e32_mean,15,0.5998933333333333,0.034465603281007715,0.6041666666666666,0.03487861945717025,0.9965933333333333,0.005355966855048779,0.7517266666666667,0.02704817043368229,0.5851333333333333,0.039598009810499074
emb64_g32_e64_mean,15,0.6207,0.04278627950974137,0.62466,0.042552921672396854,0.99518,0.009348582780293501,0.7667,0.03221570158434282,0.60226,0.04446855710981155
emb64_g32_e8_mean,15,0.59956,0.026941836823582976,0.6034933333333333,0.02787429606200631,0.9948466666666667,0.006759423756786487,0.7508666666666667,0.02160921320266185,0.5875,0.02715176921359952
emb64_g64_e128_mean,15,0.6085666666666667,0.02316387787256784,0.6126,0.023590373339260968,0.9959866666666667,0.0071631863088459525,0.7583866666666667,0.01884799597784742,0.5917133333333333,0.02343495151223813
emb64_g64_e16_mean,15,0.59634,0.02758329722339746,0.59972,0.02838926356414139,0.9945333333333334,0.008935616268352058,0.7478933333333333,0.02242328084401399,0.57882,0.028795242662634384
emb64_g64_e256_mean,15,0.6179533333333334,0.034241054445268024,0.62136,0.03432845134037613,0.9943,0.008897832801948391,0.76434,0.027149659298046462,0.6023866666666666,0.033630319370359534
emb64_g64_e32_mean,15,0.5968666666666667,0.03654984202949381,0.60128,0.03639837515996717,0.99522,0.007492872804014692,0.7491133333333333,0.02934106986720799,0.58324,0.04050689182983908
emb64_g64_e64_mean,15,0.5984266666666667,0.02440946732802857,0.6016533333333334,0.02367424358926405,0.9948866666666667,0.008231808225819322,0.7495733333333333,0.018677697421052214,0.5846266666666666,0.02997990914564205
emb64_g64_e8_mean,15,0.59716,0.04447700529487118,0.6011666666666666,0.04391195194715812,0.9963866666666666,0.0054404394080240365,0.7490266666666666,0.034855527675302936,0.58116,0.04596287010807123
emb64_g8_e128_mean,15,0.6247133333333333,0.03534810293286444,0.6288133333333333,0.03623764551376031,0.9969333333333333,0.003988853517108944,0.7706466666666667,0.02767450778157366,0.6025200000000001,0.03897823935040092
emb64_g8_e16_mean,15,0.6010733333333333,0.04404688195007461,0.60506,0.04511179446663589,0.9954133333333334,0.007910108060185377,0.7517333333333334,0.03511504900561392,0.58144,0.0462033826838314
emb64_g8_e256_mean,15,0.6152666666666666,0.03170767520122953,0.6176466666666667,0.031981732881368984,0.9957199999999999,0.006951793191071551,0.7619533333333334,0.024657420403448167,0.5960666666666666,0.03224678647703113
emb64_g8_e32_mean,15,0.6088733333333334,0.044939252118302776,0.6128933333333334,0.0446210947337478,0.99524,0.006386682572800548,0.7577666666666667,0.03524983620360459,0.5888866666666667,0.04837403179786602
emb64_g8_e64_mean,15,0.61572,0.03873085149003126,0.6186266666666667,0.039018191117672754,0.9946733333333333,0.007926039063624116,0.7622333333333333,0.0306572915276207,0.5961133333333334,0.04132354684449923
emb64_g8_e8_mean,15,0.5815866666666667,0.05446842947546596,0.5853266666666667,0.055237441580697356,0.9942,0.009028447105834815,0.7354466666666667,0.04629914943166061,0.5636266666666667,0.05658868471784124
emb8_g128_e128_mean,15,0.60732,0.03773000321835585,0.6108,0.038245821433757404,0.9953,0.008636715645594515,0.75644,0.031018261902121022,0.5907533333333334,0.04252189128078897
emb8_g128_e16_mean,15,0.5999666666666666,0.04053359570717087,0.60368,0.04079993347333511,0.9943733333333333,0.00786996702358916,0.7505866666666666,0.0326570899470471,0.5849733333333333,0.04312134815455872
emb8_g128_e256_mean,15,0.60768,0.03803130665273395,0.61168,0.0370008339674353,0.9958533333333334,0.006605286483098954,0.7572933333333334,0.02997559642363068,0.5945,0.03796566117653462
emb8_g128_e32_mean,15,0.6103999999999999,0.033360284342741624,0.6153666666666666,0.03441660036889727,0.99656,0.0055608067246193165,0.7603933333333334,0.026818263144641537,0.5934466666666667,0.03540742187465112
emb8_g128_e64_mean,15,0.61236,0.03831754167479955,0.6164333333333334,0.03847462367154052,0.9952733333333333,0.008121265442094126,0.76078,0.03079722158154623,0.5985333333333334,0.041222110340839904
emb8_g128_e8_mean,15,0.59776,0.024908197159053604,0.6027266666666666,0.026023875484602513,0.9965866666666666,0.00512749822966699,0.7508333333333334,0.01973588706127085,0.5899133333333333,0.02764418995187301
emb8_g16_e128_mean,15,0.62608,0.034647638550741905,0.63006,0.03407985999300549,0.9969333333333333,0.005044610514013459,0.7716266666666667,0.02558901736143476,0.6062733333333333,0.036726546776075175
emb8_g16_e16_mean,15,0.59462,0.04238028854482773,0.5983733333333333,0.04257914423528876,0.9943333333333333,0.007933893537643838,0.74638,0.03379611558406423,0.5788666666666666,0.045656726412070615
emb8_g16_e256_mean,15,0.6294266666666667,0.03183301221478524,0.6331133333333333,0.031777167604309535,0.9977866666666667,0.0038035447126269447,0.7742733333333334,0.024120988686994044,0.6113133333333334,0.03332904924850877
emb8_g16_e32_mean,15,0.60876,0.039637766983378,0.6132466666666667,0.039886157044888695,0.9976066666666666,0.006354578401960808,0.7589,0.03198405852921109,0.5879333333333333,0.04104147147645149
emb8_g16_e64_mean,15,0.6219,0.03467831763920668,0.6258866666666667,0.035912152075121696,0.9951866666666667,0.008269208518583225,0.7679466666666667,0.027899330935824734,0.6030533333333333,0.035594037756477175
emb8_g16_e8_mean,15,0.5999466666666666,0.0376928539393774,0.6037466666666667,0.03826764516751281,0.99498,0.007292971175825979,0.7508733333333333,0.030231168085430044,0.5812266666666667,0.043604004840097396
emb8_g256_e128_mean,15,0.6075533333333334,0.04473335072031454,0.6119,0.04394049547805695,0.9958866666666667,0.00646317775298395,0.7572333333333333,0.03498643954993067,0.5914133333333333,0.04805273690238177
emb8_g256_e16_mean,15,0.58198,0.03445587654626462,0.5850666666666666,0.03456886846089508,0.9938733333333334,0.008983514001187052,0.73608,0.02899007712008664,0.5679933333333334,0.04361515900736915
emb8_g256_e256_mean,15,0.5996266666666666,0.053343207716857535,0.6033466666666667,0.052550287027443215,0.99582,0.007042544183136409,0.7503066666666667,0.04228169929458956,0.5828666666666666,0.05992597417608144
emb8_g256_e32_mean,15,0.5927266666666666,0.04226099969520472,0.5963466666666667,0.0414831612424447,0.9944466666666667,0.0071688678790075774,0.7448533333333334,0.03399035297313189,0.58318,0.04372273354413499
emb8_g256_e64_mean,15,0.60968,0.04138298822325079,0.6134733333333333,0.04174575199375152,0.9944,0.0079044291381478,0.7581,0.033197461176593446,0.5940733333333333,0.044815055930961835
emb8_g256_e8_mean,15,0.5790333333333333,0.043007153336337395,0.5821733333333333,0.043352104359315156,0.9936266666666667,0.0093346869766683,0.73346,0.03646508702071848,0.5640666666666666,0.047677842512708825
emb8_g32_e128_mean,15,0.6229466666666666,0.029313669816234855,0.6267533333333334,0.028817278216540915,0.9971933333333334,0.00514843480607271,0.7693866666666667,0.022236355902204935,0.60404,0.03207359394535366
emb8_g32_e16_mean,15,0.6021066666666667,0.038732792800096894,0.60588,0.037484019452104035,0.9958933333333333,0.007393768289837701,0.7528266666666666,0.029574807490417222,0.5850866666666666,0.04215544138181022
emb8_g32_e256_mean,15,0.6235733333333333,0.031397030493496104,0.6269266666666666,0.03190874189816655,0.99604,0.00637369594505418,0.7691133333333333,0.02498299040394904,0.6056866666666667,0.033580178393694995
emb8_g32_e32_mean,15,0.6151866666666667,0.030405001155041824,0.6187066666666666,0.031494477218047205,0.9949133333333333,0.008373671891851321,0.7625533333333333,0.02490404059776723,0.5969800000000001,0.0348618743861297
emb8_g32_e64_mean,15,0.6214533333333333,0.030008471819677536,0.6247866666666667,0.030278466338464434,0.99434,0.008293784247426328,0.76706,0.02423358943992526,0.6044266666666667,0.03167063684385329
emb8_g32_e8_mean,15,0.59938,0.029120076530511685,0.6038066666666667,0.029697173185980096,0.9958400000000001,0.006401205243657509,0.7514266666666667,0.023636033830532897,0.5806,0.03419158208849489
emb8_g64_e128_mean,15,0.6201333333333333,0.03714486441462604,0.62392,0.03671755516293067,0.9955666666666667,0.00749787271418335,0.7665,0.028716023401578413,0.6045666666666667,0.03494928298194942
emb8_g64_e16_mean,15,0.5987533333333334,0.02984323006901867,0.6025933333333333,0.030379868020654413,0.99476,0.007982194470910153,0.7501533333333333,0.024224246020012583,0.58424,0.03138440923224687
emb8_g64_e256_mean,15,0.6197733333333333,0.03728140989567754,0.6234466666666667,0.03740822802284978,0.99484,0.007792010560274455,0.7659933333333333,0.02960930034071503,0.59842,0.045216371876946125
emb8_g64_e32_mean,15,0.6124133333333334,0.0284336286480505,0.6158266666666666,0.028820192987027756,0.99432,0.010013576498220524,0.7602733333333334,0.023244245575646284,0.5954133333333333,0.03326806419433049
emb8_g64_e64_mean,15,0.6181666666666666,0.035834015497382736,0.62072,0.03643464207120941,0.9939066666666667,0.009529687947721714,0.7635933333333333,0.028539357953201262,0.6005666666666667,0.036541554949060896
emb8_g64_e8_mean,15,0.5995066666666666,0.031889686345872,0.6041533333333333,0.02994993123451839,0.9961,0.006510321475494559,0.75176,0.024026437819321317,0.58804,0.03243831068351124
emb8_g8_e128_mean,15,0.6225533333333333,0.04025044572364858,0.6264333333333334,0.039917784555377374,0.99582,0.0060376438166840195,0.7683866666666667,0.030334136043800714,0.6019866666666667,0.043362259210164816
emb8_g8_e16_mean,15,0.59664,0.03600588840731471,0.60112,0.036441326618473775,0.9952866666666667,0.007812889228399325,0.74894,0.0282507597875071,0.5785866666666667,0.038960197026978095
emb8_g8_e256_mean,15,0.6275000000000001,0.033300815090839535,0.6320733333333334,0.03344437741911756,0.9986,0.0030030936429907445,0.77368,0.025468725920234022,0.60728,0.03881980716813811
emb8_g8_e32_mean,15,0.6169733333333334,0.04326371734022907,0.6207,0.04309623782055359,0.9942933333333334,0.007417687998163262,0.7635066666666667,0.033143248971411236,0.59552,0.04637313261546417
emb8_g8_e64_mean,15,0.6164133333333334,0.04502310306413598,0.61998,0.04438156309614548,0.99388,0.0062293315394648385,0.7627666666666667,0.03352384368234192,0.5962666666666667,0.04752158406851514
emb8_g8_e8_mean,15,0.5798066666666667,0.04711195581752448,0.5832666666666667,0.045998442002601204,0.9940066666666667,0.007241691462503441,0.73426,0.037177005181774844,0.5632733333333333,0.05661412578231018
