epoch,train_loss,acc_dec,acc_bub,top2_acc,mrr,nll,brier,ece,mce,roc_auc_edge,pr_auc_edge,mean_entropy,decisions,bubbles
1,0.880660647338962,0.5168539325842697,0.5,1.0,0.7584269662921348,0.6976834522204453,0.24002699011778358,0.056295742479602964,0.4333178997039795,0.5399987065899243,0.256878664195047,0.6922922857691732,89,84
2,0.7225474941064112,0.4157303370786517,0.40476190476190477,1.0,0.7078651685393258,0.7270176239479124,0.22873409848156614,0.10202972676730557,0.44974447786808014,0.639170924141499,0.34040798446311044,0.6670958391819777,89,84
3,0.7068128961213628,0.4606741573033708,0.4523809523809524,1.0,0.7303370786516854,0.7281845910997873,0.2316061810913836,0.052851812641942136,0.44242915511131287,0.40554872922460067,0.20919117701701967,0.6782664358615875,89,84
4,0.6978459056860171,0.4606741573033708,0.44047619047619047,1.0,0.7303370786516854,0.7105554021643788,0.2273130068810606,0.07088958438527719,0.4553911139567693,0.6258164651102631,0.3337349772852917,0.6738688045003441,89,84
5,0.7185835993808248,0.4606741573033708,0.4523809523809524,1.0,0.7303370786516854,0.7175724282860756,0.22493981301405735,0.06732888892292972,0.4210202693939209,0.6717325227963525,0.35094517579245216,0.6708872752745499,89,84
6,0.6988373330661228,0.48314606741573035,0.47619047619047616,1.0,0.7415730337078652,0.7252484198366658,0.2306121064029641,0.030663365644685362,0.4438591003417969,0.3001034728060532,0.15412920685527198,0.6791909487729662,89,84
7,0.7031299035741676,0.48314606741573035,0.47619047619047616,1.0,0.7415730337078652,0.6935697671737564,0.23383787096366365,0.059318522389015464,0.433403213818868,0.6044751988617991,0.31486284406189424,0.6888688494650166,89,84
8,0.6997964790148765,0.5168539325842697,0.5,1.0,0.7584269662921348,0.6984266836321755,0.22574379978108566,0.052161668291252634,0.45152489344278973,0.5291340619543426,0.2809252726344193,0.6788892936840486,89,84
9,0.6975209093982389,0.48314606741573035,0.47619047619047616,1.0,0.7415730337078652,0.6968633994627534,0.23560739183531984,0.04185335086972529,0.43737032016118366,0.3168854685377999,0.15452522855641324,0.6905689380142126,89,84
10,0.7114440522578932,0.5393258426966292,0.5357142857142857,1.0,0.7696629213483146,0.7042716949173574,0.23296490467899006,0.10027914519390364,0.43137924869855243,0.3819763305956153,0.17036265308388246,0.6874379267853298,89,84
11,0.7134551425898297,0.5393258426966292,0.5119047619047619,1.0,0.7696629213483146,0.70839933839658,0.22721799223339345,0.0487308597631669,0.42165126403172815,0.63858888960745,0.3275040985240526,0.6715148154939159,89,84
12,0.7124677641051156,0.5393258426966292,0.5357142857142857,1.0,0.7696629213483146,0.7635499089537712,0.22035171171541035,0.08602701252054298,0.4586907426516215,0.23103537476556946,0.14038497645108666,0.6657478604256437,89,84
13,0.7266335445901622,0.5280898876404494,0.5238095238095238,1.0,0.7640449438202247,0.7540209767411286,0.2244649119533745,0.07128597229844734,0.4605059325695038,0.6646187673801979,0.35006376468196204,0.6594892075557387,89,84
14,0.7134774283592745,0.5842696629213483,0.5714285714285714,1.0,0.7921348314606742,0.6863425250133771,0.23718141045464092,0.10807779766200637,0.4482821226119995,0.5628273944254025,0.29217388912990244,0.6902984106138851,89,84
15,0.7057933663729555,0.550561797752809,0.5357142857142857,1.0,0.7752808988764045,0.7174000507325269,0.22464152235485668,0.10599261078606831,0.4578094333410263,0.34708659380456575,0.1619097711148631,0.6786985983339588,89,84
16,0.7016621658520669,0.5168539325842697,0.5,1.0,0.7584269662921348,0.7040283284620957,0.22543943839835243,0.047476207607247835,0.45268407464027405,0.5945806117829658,0.3146562996622108,0.6734775168339858,89,84
