epoch,train_loss,acc_dec,acc_bub,top2_acc,mrr,nll,brier,ece,mce,roc_auc_edge,pr_auc_edge,mean_entropy,decisions,bubbles
1,0.8512752679564197,0.449438202247191,0.44047619047619047,1.0,0.7247191011235955,0.8892837752682305,0.22133031174712559,0.08877715134740151,0.4516291618347168,0.7410916381038608,0.3935723022845262,0.6498787888008414,89,84
2,0.7633439523092708,0.5056179775280899,0.4880952380952381,1.0,0.7528089887640449,0.692960482802284,0.23415073544444584,0.03676561475469823,0.46299979090690613,0.760848477009636,0.4336977416355818,0.6864302962013845,89,84
3,0.6958585131982838,0.4943820224719101,0.47619047619047616,1.0,0.7471910112359551,0.6912910020753239,0.23923474617204776,0.0473535014002511,0.45952147245407104,0.6854426695983962,0.3695399478742645,0.6926347707094771,89,84
4,0.6951938458851405,0.5617977528089888,0.5357142857142857,1.0,0.7808988764044944,0.6893733753247208,0.23819955344868338,0.0904366531398859,0.4589836200078328,0.6585397400245748,0.3690394047808272,0.6922549458032243,89,84
5,0.6929845401959389,0.4943820224719101,0.4880952380952381,1.0,0.7471910112359551,0.6980131268501282,0.2355465293767985,0.04114532839046432,0.44244923194249475,0.48315333376447,0.2496282302083525,0.6895454150907109,89,84
6,0.6930631463572106,0.5393258426966292,0.5119047619047619,1.0,0.7696629213483146,0.6858712849992045,0.23729007511647357,0.05512044503447715,0.4545047730207443,0.6730906033758003,0.37657627257027815,0.6918513774871826,89,84
7,0.6923860650625289,0.550561797752809,0.5357142857142857,1.0,0.7752808988764045,0.6914593383167567,0.22994267036160312,0.0994350913535343,0.4605535864830017,0.6730906033758003,0.3737125167849734,0.6837627462456736,89,84
8,0.6948656036246638,0.550561797752809,0.5357142857142857,1.0,0.7752808988764045,0.6931182075752301,0.22441247971237888,0.16869272074002897,0.4487144405191595,0.30967470736597036,0.17050739803427517,0.6900696238774932,89,84
9,0.692415606087039,0.5393258426966292,0.5238095238095238,1.0,0.7696629213483146,0.6989428129758728,0.23179635454575856,0.08282207002800496,0.44307019710540774,0.3782254413761883,0.18921822959466103,0.6891492638695106,89,84
10,0.690277884243438,0.5168539325842697,0.4880952380952381,1.0,0.7584269662921348,0.6952759232581331,0.22958186705407513,0.05158296512084052,0.45404601097106934,0.6423074435749855,0.3394578625233388,0.6805397402704432,89,84
11,0.6998697665907582,0.550561797752809,0.5238095238095238,1.0,0.7752808988764045,0.6883772264203328,0.22523274798941,0.10437577962875363,0.4512391601290021,0.6663325357304534,0.3572909981446223,0.6815956017274535,89,84
12,0.6942633369694585,0.5617977528089888,0.5357142857142857,1.0,0.7808988764044944,0.68023425541567,0.22474490115774126,0.09812015629886243,0.43991583585739136,0.656599624911078,0.36878513341835273,0.6861904591656802,89,84
13,0.6952349269612236,0.5168539325842697,0.5119047619047619,1.0,0.7584269662921348,0.7038212510432755,0.22156131728773285,0.06354860191264844,0.43658681213855743,0.7624005691004333,0.4081820894242899,0.6716745601276334,89,84
14,0.6936157354656954,0.5617977528089888,0.5357142857142857,1.0,0.7808988764044944,0.6841747851184244,0.23175624223889957,0.10520827033546538,0.44542080760002134,0.5651878678134903,0.3184687838738214,0.6907723217867734,89,84
15,0.6891696096207044,0.6292134831460674,0.6071428571428571,1.0,0.8146067415730337,0.6835713011495183,0.22512867081206195,0.1640327144204901,0.44604944520526457,0.5131604475198862,0.289883625371418,0.6849854287136806,89,84
16,0.6899761773044278,0.5168539325842697,0.4880952380952381,1.0,0.7584269662921348,0.686583610398046,0.21715131429751575,0.18931309058425133,0.45140959694981575,0.33156567289659183,0.18284522142268464,0.6865140246541312,89,84
17,0.6876811605062544,0.550561797752809,0.5476190476190477,1.0,0.7752808988764045,0.6966538790906414,0.22537999275318019,0.1403136569797323,0.44788622856140137,0.3664554096876415,0.21142391078319414,0.6866238693173012,89,84
18,0.6910340166240005,0.5842696629213483,0.5595238095238095,1.0,0.7921348314606742,0.6817420334293601,0.22344288088817094,0.13698535621835947,0.44950751662254335,0.6230356334475845,0.35112498106179785,0.6823223434137494,89,84
19,0.6867623378031003,0.5842696629213483,0.5595238095238095,1.0,0.7921348314606742,0.6784105225560371,0.21627801924880166,0.15566967210073152,0.44531954251802885,0.4965724632994891,0.26455415622949796,0.6828190965598888,89,84
20,0.6866660381696239,0.5842696629213483,0.5595238095238095,1.0,0.7921348314606742,0.6785081707024843,0.21949554509678496,0.1683606960800256,0.43942313010876,0.4981245553902865,0.24980315868323033,0.6844059252337124,89,84
21,0.6857299438174467,0.6179775280898876,0.5952380952380952,1.0,0.8089887640449438,0.6823427817794714,0.22154541888307114,0.21783135580212884,0.44221323231856025,0.38242902412209795,0.17159075476258379,0.6889048044601184,89,84
22,0.6825556897228549,0.5393258426966292,0.5119047619047619,1.0,0.7696629213483146,0.6793207491046926,0.2129603546938156,0.19610600725988325,0.44737232273275207,0.4503330530944836,0.2207184994743311,0.6847163378522637,89,84
23,0.6794281814409339,0.6292134831460674,0.6071428571428571,1.0,0.8146067415730337,0.6759712284200647,0.2190975383322439,0.2144250129715781,0.4455966678532687,0.4898143956541422,0.230136919585578,0.6865885117080774,89,84
24,0.680962133851851,0.5955056179775281,0.5714285714285714,1.0,0.797752808988764,0.6754445426919488,0.21739735564154544,0.18981702039750772,0.44273047977023655,0.3253896397852939,0.15609876035407239,0.685688219713361,89,84
25,0.6837715539873016,0.5730337078651685,0.5595238095238095,1.0,0.7865168539325843,0.675448230478201,0.22005468246854668,0.14856900961211555,0.44359701446124483,0.33751535924464854,0.1588165132608476,0.6866122839156161,89,84
26,0.6789862687543312,0.6292134831460674,0.6071428571428571,1.0,0.8146067415730337,0.6753372188364521,0.21209982637362768,0.2153630373852976,0.4331601491341224,0.5110263208950397,0.25138790418912826,0.6817442500189449,89,84
27,0.6812903960299047,0.5730337078651685,0.5476190476190477,1.0,0.7865168539325843,0.6743036274159893,0.20701329215718142,0.18849737758047128,0.4387041113593362,0.435038478949751,0.21246020017499437,0.6812285399169065,89,84
28,0.6753880194995714,0.5730337078651685,0.5476190476190477,1.0,0.7865168539325843,0.675495494617505,0.2133659450771602,0.16266280111302145,0.43168396216172433,0.4183534889736791,0.17880594497112123,0.6842646022860923,89,84
29,0.6745281082502803,0.5955056179775281,0.5714285714285714,1.0,0.797752808988764,0.6788469770651185,0.2132338276921825,0.19388806183686416,0.43410515359469826,0.4878096100368622,0.21210165099186512,0.6838870343197597,89,84
30,0.6811519611696278,0.6067415730337079,0.5833333333333334,1.0,0.8033707865168539,0.6745538706524988,0.20050826291407473,0.24590738502781045,0.44128550961613655,0.4834766862833862,0.22693335876440326,0.6778893735301629,89,84
31,0.6761046334083036,0.5842696629213483,0.5595238095238095,1.0,0.7921348314606742,0.680123340212897,0.20981185869591273,0.21439826588952138,0.44411503076553344,0.40554872922460067,0.17562392836729449,0.6848304425732473,89,84
32,0.6717348316441412,0.550561797752809,0.5238095238095238,1.0,0.7752808988764045,0.6807223311468457,0.20042633516347597,0.19022520790609077,0.4470734059810638,0.47801202871370363,0.2331105167168429,0.6743468096416988,89,84
33,0.6741617738089947,0.651685393258427,0.6309523809523809,1.0,0.8258426966292135,0.6743572702568569,0.2118457799933376,0.2378808340329803,0.43932334582010907,0.47073659703809095,0.19943405875578274,0.6833659376990929,89,84
34,0.6780270507617027,0.5280898876404494,0.5,1.0,0.7640449438202247,0.6806030926409732,0.19840938099737523,0.1629692403118262,0.4485780554158347,0.4389187091767445,0.19738332280698148,0.6686469149053766,89,84
35,0.6684387075234645,0.5955056179775281,0.5714285714285714,1.0,0.797752808988764,0.6754199258062277,0.20732486224729452,0.21019145913338388,0.4392482757568359,0.4521438272004139,0.19175093072309587,0.6806180577599601,89,84
36,0.6655057156308097,0.5842696629213483,0.5595238095238095,1.0,0.7921348314606742,0.6827759070510275,0.199950813586256,0.23470008540689274,0.446682279308637,0.4492336545301688,0.20377017945805126,0.6755770207121131,89,84
37,0.669052465435881,0.550561797752809,0.5238095238095238,1.0,0.7752808988764045,0.6899664778304234,0.19294815024370277,0.24442948953489235,0.44574352900187175,0.4684731294056781,0.22553227421613833,0.6667836919594347,89,84
38,0.6670975633289503,0.5730337078651685,0.5476190476190477,1.0,0.7865168539325843,0.6854285537526849,0.19882979359772424,0.27755901853689985,0.4450356449399676,0.39507210761171824,0.17389199562738675,0.6788786355029331,89,84
39,0.6639794857605644,0.5842696629213483,0.5714285714285714,1.0,0.7921348314606742,0.689092389443952,0.19896321849544235,0.22083047300242298,0.4459754258394241,0.5088275237664102,0.2420426397073435,0.6720610339654965,89,84
40,0.6721369231709783,0.550561797752809,0.5238095238095238,1.0,0.7752808988764045,0.7110079638555311,0.19107072734552735,0.19398984790183182,0.4425191630919775,0.4926922330724956,0.2432539073151367,0.6520583059513168,89,84
