epoch,train_loss,acc_dec,acc_bub,top2_acc,mrr,nll,brier,ece,mce,roc_auc_edge,pr_auc_edge,mean_entropy,decisions,bubbles
1,0.7456635065700696,0.4606741573033708,0.44047619047619047,1.0,0.7303370786516854,0.8036890521803042,0.22177483901904435,0.08178417986501506,0.4488261938095093,0.6937528293345405,0.3580491839112212,0.654568639456352,89,84
2,0.7180959573443632,0.5280898876404494,0.5238095238095238,1.0,0.7640449438202247,0.8001537905650192,0.22792384782277428,0.05460179461888299,0.45707254111766815,0.28151070296837616,0.14817919821745315,0.662920223569937,89,84
3,0.7453303274901016,0.5393258426966292,0.5357142857142857,1.0,0.7696629213483146,0.7106605423300454,0.2328705232494191,0.06613062020767943,0.46372705698013306,0.5164586432128306,0.23234211389399712,0.682741026530105,89,84
4,0.7188949068140539,0.47191011235955055,0.4523809523809524,1.0,0.7359550561797753,0.74446295586603,0.22579104630685345,0.07424160596140228,0.4590362310409546,0.6837289012481407,0.3560870628845056,0.6608669267485986,89,84
5,0.7074474285848392,0.5393258426966292,0.5238095238095238,1.0,0.7696629213483146,0.7226767041040271,0.2281797067833719,0.061522604416260535,0.45529627799987793,0.4837353682985191,0.21837052116957012,0.6769860745146034,89,84
6,0.7018507048950432,0.5393258426966292,0.5476190476190477,1.0,0.7696629213483146,0.6954906392382102,0.22987392087054676,0.07218496091245259,0.4664303660392761,0.672605574597426,0.34663143189612894,0.6785169319155511,89,84
7,0.7060070431010323,0.5842696629213483,0.5714285714285714,1.0,0.7921348314606742,0.7235536582014533,0.22874377528854015,0.10527311131525581,0.4404335916042328,0.5002586820151329,0.22711615132257215,0.6764622456237172,89,84
8,0.6992505330476702,0.5393258426966292,0.5238095238095238,1.0,0.7696629213483146,0.689058798752474,0.2356146550924255,0.05326783188273405,0.4330252408981323,0.5974261139494277,0.2808496057985112,0.6905017441578125,89,84
9,0.7174595555163318,0.5393258426966292,0.5119047619047619,1.0,0.7696629213483146,0.6985715524910876,0.21845763725837766,0.12302254148748484,0.45098965987563133,0.5595938692362414,0.2890732961084127,0.6763840711183762,89,84
10,0.692286489542967,0.550561797752809,0.5357142857142857,1.0,0.7752808988764045,0.739237295526467,0.2152361243167512,0.12025709776731022,0.4523661136627197,0.318631572139947,0.15539165502024066,0.670974758903632,89,84
11,0.7083127663002251,0.5393258426966292,0.5119047619047619,1.0,0.7696629213483146,0.7090172213345264,0.2172230067533086,0.08798245972629343,0.4498323053121567,0.5550992692233072,0.29094615532058227,0.6702659984820345,89,84
12,0.7107205268759165,0.4943820224719101,0.47619047619047616,1.0,0.7471910112359551,0.6896554549758354,0.2314389307581411,0.08529626318577967,0.45327524840831757,0.49641078704003105,0.225715855389153,0.6909784755010283,89,84
13,0.7051474453499599,0.5280898876404494,0.5238095238095238,1.0,0.7640449438202247,0.701918473404445,0.22874937368326753,0.055231129352965994,0.45231862366199493,0.3851128500291017,0.17033705398574922,0.6850879497072669,89,84
14,0.7025696199873219,0.5393258426966292,0.5119047619047619,1.0,0.7696629213483146,0.6916470569087548,0.22541077085102434,0.051496184776338216,0.44479772448539734,0.5297160964883917,0.2720028305882366,0.6797487471210822,89,84
15,0.6985818108416492,0.5280898876404494,0.5119047619047619,1.0,0.7640449438202247,0.697369180033716,0.222363197205124,0.10782976029963978,0.4414371848106384,0.31730582681239083,0.15562091501842776,0.6860393198688378,89,84
16,0.6953576430030491,0.5056179775280899,0.47619047619047616,1.0,0.7528089887640449,0.6860307378045628,0.22723036009502745,0.11408746091837292,0.4476264789700508,0.3885727219815042,0.17606060296035142,0.688767427808783,89,84
17,0.6930163557485024,0.6067415730337079,0.5833333333333334,1.0,0.8033707865168539,0.687918533100171,0.2355930634082656,0.10800699035773112,0.4415162375995091,0.4207139623617668,0.18492892249616077,0.6905589559105005,89,84
18,0.690292315453476,0.5280898876404494,0.5119047619047619,1.0,0.7640449438202247,0.7027628537309304,0.22324964501441247,0.08668201960874405,0.46246613065401715,0.33670697794735827,0.1602771394651398,0.6837381117799309,89,84
19,0.7002665675945163,0.550561797752809,0.5357142857142857,1.0,0.7752808988764045,0.6956972372665834,0.2149312031428411,0.19119878548584632,0.4491733152132768,0.3549763952661191,0.1672231887892298,0.6854385894336058,89,84
20,0.6979705025690683,0.5842696629213483,0.5833333333333334,1.0,0.7921348314606742,0.6933782767044024,0.22866669744585377,0.13356797782222873,0.43765299022197723,0.4370755998189226,0.20146293634247045,0.6872625605443891,89,84
21,0.6928836328642709,0.4943820224719101,0.47619047619047616,1.0,0.7471910112359551,0.7036096490082446,0.22140999258262706,0.08827291429042816,0.46560720205307005,0.5167173252279635,0.27945640849271464,0.6700667786631691,89,84
22,0.6932129553386144,0.5056179775280899,0.4880952380952381,1.0,0.7528089887640449,0.6847580319709992,0.2252887204476735,0.13389067234617938,0.45488667488098145,0.4605833279441247,0.21538892123018955,0.6890853757268927,89,84
23,0.6919128680821531,0.5056179775280899,0.47619047619047616,1.0,0.7528089887640449,0.6868917545240917,0.21987120221146228,0.17060828275894852,0.4603099897503853,0.45906357110521895,0.23111986540752757,0.6859661246953386,89,84
24,0.6881183444342999,0.5280898876404494,0.5,1.0,0.7640449438202247,0.684432954433259,0.22283093800876091,0.13083939036626493,0.45316639211442733,0.453049214253379,0.21525182934169318,0.6878338898165842,89,84
25,0.6927414548323021,0.5168539325842697,0.5,1.0,0.7584269662921348,0.6846485104453698,0.22816645178890677,0.092854953883739,0.44688139855861664,0.41505529328073465,0.18336254880883762,0.6895316571332095,89,84
26,0.6897616980238731,0.5280898876404494,0.5119047619047619,1.0,0.7640449438202247,0.6827008459675178,0.22796527518021292,0.08093434806620134,0.44611893594264984,0.46242643730194655,0.21964639509661218,0.6888060342060046,89,84
27,0.7053788202889958,0.5168539325842697,0.5,1.0,0.7584269662921348,0.6879276249850734,0.22004644263082734,0.11354897832602598,0.4550878554582596,0.47772101144667917,0.2560710890316914,0.682220760691032,89,84
28,0.6936165728184007,0.5168539325842697,0.5119047619047619,1.0,0.7584269662921348,0.7438905233873075,0.21585623594883477,0.10433763091902382,0.44566414753595984,0.36739313199249823,0.17402575440215035,0.6665815857521603,89,84
29,0.703816136514178,0.6067415730337079,0.5833333333333334,1.0,0.8033707865168539,0.7027132897009927,0.2199039109670121,0.10894031458523842,0.4356590774324205,0.49886826618379354,0.26724172704717186,0.6692038624641601,89,84
30,0.6885424106017403,0.5393258426966292,0.5238095238095238,1.0,0.7696629213483146,0.6954959885457929,0.2213736022650588,0.08411228422368507,0.46360740065574646,0.37411886438595354,0.1862571171728735,0.6838144492567255,89,84
31,0.6897341620848045,0.5280898876404494,0.5,1.0,0.7640449438202247,0.682104910022757,0.2271465221619795,0.08047735356213002,0.4584318622946739,0.3906098428506758,0.1850578975316592,0.6895972905534037,89,84
32,0.679832611172836,0.5617977528089888,0.5476190476190477,1.0,0.7808988764044944,0.6839782324399841,0.21763811876682446,0.13518579488389953,0.44655516743659973,0.4565414214576732,0.22345023334215802,0.6827132822422499,89,84
33,0.704364027814095,0.5842696629213483,0.5833333333333334,1.0,0.7921348314606742,0.6922825304058831,0.21119313224824765,0.15253985715046356,0.44155456125736237,0.504753282028067,0.26209382278784643,0.6685926411928755,89,84
34,0.6939608418423197,0.5842696629213483,0.5833333333333334,1.0,0.7921348314606742,0.6928858176041185,0.2184033227752584,0.12290126704767851,0.45747731626033783,0.3952014486192848,0.19323216007628152,0.680682818541366,89,84
35,0.6830981570741405,0.5617977528089888,0.5357142857142857,1.0,0.7808988764044944,0.6835413959840041,0.21157363727142187,0.1808481251590707,0.4529448002576828,0.45528034663390027,0.23666849665896356,0.6758312507626716,89,84
36,0.6869087138531371,0.48314606741573035,0.4642857142857143,1.0,0.7415730337078652,0.6743822800979186,0.2230859350091261,0.15133269315355277,0.4455553094546,0.4370755998189226,0.20308582581188722,0.686762956421027,89,84
37,0.6905763870440655,0.5730337078651685,0.5476190476190477,1.0,0.7865168539325843,0.6797075753801325,0.2212111099709509,0.09544407768865648,0.4500160813331604,0.37421587014162844,0.18197763245633494,0.6849562693177984,89,84
38,0.6738550163203885,0.5393258426966292,0.5238095238095238,1.0,0.7696629213483146,0.6718756303693472,0.21926682322272492,0.08028923795464334,0.4356539646784464,0.4486839552480114,0.2110882722615039,0.6834030600076311,89,84
39,0.6724329230207834,0.550561797752809,0.5238095238095238,1.0,0.7752808988764045,0.6730948370996486,0.2137603488340216,0.1063441083337484,0.4477010667324066,0.45414861281769386,0.22224022287854442,0.6784738158242086,89,84
40,0.6744722159012504,0.5280898876404494,0.5119047619047619,1.0,0.7640449438202247,0.6814672021048792,0.20933776047584285,0.179195296730888,0.4567148706742695,0.3764793377740413,0.18660514792868554,0.6788096997175324,89,84
41,0.6717467607178303,0.5393258426966292,0.5238095238095238,1.0,0.7696629213483146,0.6781998606545202,0.20843811545560295,0.08824314528636719,0.4473049163818359,0.47025156825971676,0.22165592153063698,0.6707054212521971,89,84
42,0.6702386628026548,0.5168539325842697,0.4880952380952381,1.0,0.7584269662921348,0.667112477709738,0.21262145326451684,0.14971808905012154,0.4486644201808505,0.41874151199637843,0.19787168196230911,0.6801382859101456,89,84
43,0.6718338764232138,0.5730337078651685,0.5476190476190477,1.0,0.7865168539325843,0.6819135312702549,0.20711327392212836,0.09365432835027071,0.4612244963645935,0.47144797257970644,0.2429103628786491,0.6610149016206184,89,84
44,0.6721238644967168,0.550561797752809,0.5476190476190477,1.0,0.7752808988764045,0.7046787330273832,0.2016133940911535,0.14158501281413471,0.45813179612159727,0.3739248528746039,0.18711842395736594,0.6606653583853432,89,84
45,0.6725489799280344,0.5617977528089888,0.5357142857142857,1.0,0.7808988764044944,0.6771335836782465,0.20544772562512864,0.10246147198623484,0.45257471203804017,0.4801138200866585,0.2470415695101501,0.6635415194911903,89,84
46,0.6657492596170177,0.550561797752809,0.5238095238095238,1.0,0.7752808988764045,0.6633925057026777,0.20883256724917384,0.14131770961070325,0.45041270256042476,0.4032205910884046,0.19235433518466774,0.6733011536383897,89,84
47,0.6624256114041583,0.550561797752809,0.5238095238095238,1.0,0.7752808988764045,0.6646486912550551,0.20991884302113722,0.07615459149473168,0.4571499079465866,0.4520791566966307,0.2166865262997148,0.6687652003229334,89,84
48,0.6749431724874129,0.5280898876404494,0.5,1.0,0.7640449438202247,0.6621051777279778,0.20821141071321966,0.1318602448099115,0.4497294209220193,0.4226864127271552,0.20137232270293207,0.6729507118128659,89,84
49,0.6548683586327926,0.5280898876404494,0.5119047619047619,1.0,0.7640449438202247,0.6626584575919623,0.20541676634319242,0.13635756075382233,0.44711583107709885,0.44428636099075214,0.21334041033972923,0.6668852129009333,89,84
50,0.6531034417033936,0.5280898876404494,0.5238095238095238,1.0,0.7640449438202247,0.6924046611183146,0.2002608902394262,0.11633030107516927,0.4517518877983093,0.37489491043135226,0.18642304299988977,0.6580702630656489,89,84
51,0.6737078745172631,0.5730337078651685,0.5714285714285714,1.0,0.7865168539325843,0.6753296392519822,0.20366524655684717,0.10162791726964239,0.44560176134109497,0.39377869753605377,0.19272618505542788,0.663659838478217,89,84
52,0.657343894576434,0.5168539325842697,0.4880952380952381,1.0,0.7584269662921348,0.656350636582696,0.20875633272123803,0.12980193268047294,0.45584955385753084,0.41783612494341327,0.20074591529465868,0.6694332213883989,89,84
53,0.65320341083574,0.4943820224719101,0.4642857142857143,1.0,0.7471910112359551,0.6629819925665186,0.2020886437485874,0.1407356118218283,0.4433100461959839,0.45182047468149783,0.22031174376606333,0.6570428504367892,89,84
