acc_dec,acc_bub,top2_acc,mrr,nll,brier,ece,mce,roc_auc_edge,pr_auc_edge,mean_entropy,decisions,bubbles,coverage,fold,test_genome,variant,augmented_train,params
0.5902964959568733,0.5813953488372093,0.9973045822102425,0.7960467205750225,0.658912937839031,0.1715572096502019,0.15600146623353434,0.4473958589412548,0.3575967834676415,0.18486138994137946,0.5888184378942791,371,344,20,1,ecoli,emb16_g64_e64_mean,False,14033
0.5579514824797843,0.5406976744186046,0.9973045822102425,0.7798742138364779,0.8994354170763377,0.12235235089880254,0.20558759534099197,0.43830922096967695,0.36459540176617494,0.19081964973258672,0.5204104083634218,371,344,20,1,ecoli,emb16_g64_e64_mean,True,14033
0.66996699669967,0.6607773851590106,0.9933993399339934,0.8338833883388338,0.6852111785669531,0.23257999842660235,0.19340549355292871,0.4489554584026336,0.33013215859030837,0.1868413154644578,0.6924734933934983,303,283,20,2,klebsiella,emb16_g64_e64_mean,False,14033
0.6534653465346535,0.6360424028268551,1.0,0.8267326732673267,1.3241694021530466,0.0609006065491164,0.1507756956226486,0.4304729243119558,0.5314977973568282,0.2836719411510626,0.32378809216218024,303,283,20,2,klebsiella,emb16_g64_e64_mean,True,14033
0.5315487571701721,0.5271629778672032,1.0,0.7676864244741873,0.7128971982640473,0.23477614065004257,0.06928637407249977,0.461381570994854,0.4740637240572932,0.28499044240386806,0.6885960042676096,523,497,20,3,salmonella,emb16_g64_e64_mean,False,14033
0.5066921606118547,0.4969818913480885,1.0,0.7552581261950286,2.622214935812078,0.04764672640122667,0.11915729598099614,0.4340533479567497,0.5133224203449284,0.27801281622936935,0.2811598008774221,523,497,20,3,salmonella,emb16_g64_e64_mean,True,14033
