epoch,train_loss,acc_dec,acc_bub,top2_acc,mrr,nll,brier,ece,mce,roc_auc_edge,pr_auc_edge,mean_entropy,decisions,bubbles,coverage,fold,test_genome,variant,augmented_train
1,0.6827228050006318,0.5632183908045977,0.5443037974683544,1.0,0.7816091954022989,0.688734432232791,0.18213838982971545,0.2875750386851957,0.4449413932032055,0.31677883499651893,0.17580002467464134,0.6691510338207771,87,79,20,1,ecoli,emb16_g64_e64_mean,True
2,0.6229378353176777,0.5517241379310345,0.5443037974683544,1.0,0.7758620689655172,0.6178507950028469,0.16615209312278864,0.20452439510959314,0.4487650410996543,0.3533302390345788,0.18328628940982458,0.614558390502272,87,79,20,1,ecoli,emb16_g64_e64_mean,True
3,0.5926184121721475,0.5402298850574713,0.5316455696202531,1.0,0.7701149425287356,0.6211793085388925,0.1577054785930405,0.19196681472761878,0.44528135657310486,0.47006265954977955,0.2620974052399756,0.5712179584835453,87,79,20,1,ecoli,emb16_g64_e64_mean,True
4,0.5877515406154644,0.5287356321839081,0.4936708860759494,1.0,0.764367816091954,0.6135540873202998,0.16798193945852025,0.1914528351405571,0.45010793805122373,0.30157809236481786,0.17198129309961768,0.5725655273545063,87,79,20,1,ecoli,emb16_g64_e64_mean,True
5,0.577630991989204,0.5402298850574713,0.5316455696202531,1.0,0.7701149425287356,0.6088536873877305,0.1623616608760825,0.20748782637475555,0.4414660073816776,0.37680823083468706,0.188570498786761,0.5672600839993563,87,79,20,1,ecoli,emb16_g64_e64_mean,True
6,0.5713356320955258,0.5402298850574713,0.5063291139240507,1.0,0.7701149425287356,0.6235407671975454,0.16169591488305474,0.16977002728601984,0.4408440788586934,0.3770403032412779,0.1890885657738188,0.5596450659681925,87,79,20,1,ecoli,emb16_g64_e64_mean,True
7,0.5646643476963246,0.5517241379310345,0.5189873417721519,1.0,0.7758620689655172,0.6252903909239805,0.15322884269581907,0.19146381284313643,0.43615138956478666,0.4321574998066063,0.20701465823595672,0.5475299699023237,87,79,20,1,ecoli,emb16_g64_e64_mean,True
8,0.5567782766304207,0.5632183908045977,0.5189873417721519,1.0,0.7816091954022989,0.615184139982187,0.14701881421705676,0.24115547083917704,0.44205241203308104,0.3934787653747969,0.194971820691381,0.5486372051996061,87,79,20,1,ecoli,emb16_g64_e64_mean,True
9,0.5486320400127032,0.5632183908045977,0.5443037974683544,1.0,0.7816091954022989,0.6586365888812499,0.12948679537119878,0.2366189945960182,0.4432809601227442,0.4112709832134293,0.2015473476200838,0.5243499986024509,87,79,20,1,ecoli,emb16_g64_e64_mean,True
10,0.5400443292941527,0.5747126436781609,0.5569620253164557,1.0,0.7873563218390804,0.6463285623336226,0.12952041506302397,0.2356490406325494,0.4374212003671206,0.42832830509785713,0.21142744698105537,0.5221138164486693,87,79,20,1,ecoli,emb16_g64_e64_mean,True
11,0.5317497335319417,0.6551724137931034,0.620253164556962,1.0,0.8275862068965517,0.6451095259789713,0.12812342351450418,0.24171291445863663,0.4475812315940857,0.36648100874139394,0.19533304143674182,0.5155343642824961,87,79,20,1,ecoli,emb16_g64_e64_mean,True
12,0.5244134439891149,0.5402298850574713,0.5189873417721519,1.0,0.7701149425287356,0.6785816143518965,0.11850545059191223,0.22850387365739233,0.43739270622080023,0.427361336737062,0.21391134871919046,0.5049952669653757,87,79,20,1,ecoli,emb16_g64_e64_mean,True
13,0.5136957275203122,0.5862068965517241,0.5443037974683544,1.0,0.7931034482758621,0.6977869886091009,0.11253014532033784,0.2269225482154509,0.44109177589416504,0.41583507387638274,0.20662321886427748,0.49075807332601157,87,79,20,1,ecoli,emb16_g64_e64_mean,True
14,0.500277868328529,0.5747126436781609,0.5443037974683544,1.0,0.7873563218390804,0.7072393607494392,0.10818328576476316,0.22053768374454025,0.4446568063327244,0.3867873443180939,0.19969348965894837,0.48700611163051155,87,79,20,1,ecoli,emb16_g64_e64_mean,True
15,0.4929845899013856,0.5977011494252874,0.5822784810126582,1.0,0.7988505747126436,0.7016923006783312,0.10548657181128754,0.2271404700118235,0.44333139806985855,0.4479771021892163,0.23251734875638524,0.47908658193522696,87,79,20,1,ecoli,emb16_g64_e64_mean,True
16,0.4882334371985391,0.5287356321839081,0.5063291139240507,1.0,0.764367816091954,0.7239416740608144,0.10509398210258196,0.22612776624402783,0.4334767035075596,0.40051829504138625,0.20327777476388262,0.47845120130839586,87,79,20,1,ecoli,emb16_g64_e64_mean,True
17,0.4760984359402403,0.5402298850574713,0.5063291139240507,1.0,0.7701149425287356,0.7393986913015627,0.1002593333173126,0.20718327554306765,0.4373629887898763,0.4061653902684304,0.20676554033796365,0.47431593188246907,87,79,20,1,ecoli,emb16_g64_e64_mean,True
18,0.46974977860493117,0.5517241379310345,0.5316455696202531,1.0,0.7758620689655172,0.7689109247838096,0.09802415694890235,0.22270234457977203,0.43387851119041443,0.42894716484876616,0.21238882462285907,0.4596474003840207,87,79,20,1,ecoli,emb16_g64_e64_mean,True
