epoch,train_loss,acc_dec,acc_bub,top2_acc,mrr,nll,brier,ece,mce,roc_auc_edge,pr_auc_edge,mean_entropy,decisions,bubbles,coverage,fold,test_genome,variant
1,0.7010976434459347,0.64,0.6413043478260869,1.0,0.82,0.6885156217217445,0.2382104524322855,0.17219128102064124,0.46507012844085693,0.5256001417308885,0.3621643979270154,0.6916772544384002,100,92,10,1,ecoli,emb16_g32_e16_mean
2,0.6948000581306819,0.65,0.6195652173913043,1.0,0.825,0.6853303316235543,0.23552424562278976,0.16074152380228046,0.44189392030239105,0.33182744264328107,0.24633267909850162,0.6914615362882615,100,92,10,1,ecoli,emb16_g32_e16_mean
3,0.6901517626801892,0.66,0.6304347826086957,1.0,0.83,0.6838830691576004,0.23239585408350596,0.1974948164820671,0.46317148208618164,0.3270883160598813,0.24391506503698426,0.6911092901229858,100,92,10,1,ecoli,emb16_g32_e16_mean
4,0.6883689007110144,0.63,0.6195652173913043,1.0,0.815,0.6853065773844719,0.23376551267405407,0.17004426956176757,0.4575970570246378,0.3339534059704137,0.24723355074600095,0.6917541158199311,100,92,10,1,ecoli,emb16_g32_e16_mean
5,0.6850365966734802,0.61,0.5978260869565217,1.0,0.805,0.6851190641522408,0.23177821440270974,0.15876511782407762,0.4513385693232218,0.3610594383913544,0.25749988509947264,0.6915928333997726,100,92,10,1,ecoli,emb16_g32_e16_mean
6,0.6823003628550196,0.63,0.6195652173913043,1.0,0.815,0.682941766679287,0.22789998054486038,0.2322724297642708,0.45783182978630066,0.35773762069270976,0.25311377207286234,0.6910058063268661,100,92,10,1,ecoli,emb16_g32_e16_mean
7,0.6797025188186465,0.62,0.6086956521739131,1.0,0.81,0.6801746851205825,0.22524606333883385,0.21105841696262362,0.45380221856267833,0.3611480201966516,0.2542757846463111,0.690750128030777,100,92,10,1,ecoli,emb16_g32_e16_mean
8,0.6786104226958822,0.63,0.6195652173913043,1.0,0.815,0.6817652297019958,0.21970263512351193,0.2440107637643814,0.45094646453857423,0.3926388519798033,0.274284575722223,0.6893280899524689,100,92,10,1,ecoli,emb16_g32_e16_mean
9,0.6748984351666016,0.61,0.5978260869565217,1.0,0.805,0.6801423758268357,0.21875785053602556,0.2331112989783287,0.44750487583654897,0.3591106386748162,0.255558257053421,0.689427227973938,100,92,10,1,ecoli,emb16_g32_e16_mean
10,0.6726875248745349,0.63,0.6195652173913043,1.0,0.815,0.6784906655550003,0.2173592754179157,0.2702329564094544,0.444013774394989,0.38245194437062624,0.2638073732141961,0.6891902011632919,100,92,10,1,ecoli,emb16_g32_e16_mean
11,0.6690289535466031,0.63,0.6195652173913043,1.0,0.815,0.6809502482414246,0.21149060719606513,0.282969905436039,0.44462634863392003,0.39268314288245193,0.26422542432214585,0.6871654111146926,100,92,10,1,ecoli,emb16_g32_e16_mean
12,0.6654704501642983,0.65,0.6304347826086957,1.0,0.825,0.6762819337844849,0.20973468587084468,0.3006167683005333,0.4454078120844705,0.3906457613606166,0.26388155215616516,0.6868235874176025,100,92,10,1,ecoli,emb16_g32_e16_mean
13,0.663072774184526,0.64,0.6195652173913043,1.0,0.82,0.6743597143888473,0.2071648414034772,0.2875793492794037,0.44443513240133015,0.3962707059969882,0.26732790189419053,0.685994662642479,100,92,10,1,ecoli,emb16_g32_e16_mean
14,0.6592240469695548,0.63,0.6086956521739131,1.0,0.815,0.6743202495574951,0.20538572043063388,0.2856970515847206,0.44564244548479715,0.3895827796970502,0.2628442275737082,0.6852175414562225,100,92,10,1,ecoli,emb16_g32_e16_mean
15,0.6563668316637976,0.62,0.5978260869565217,1.0,0.81,0.6739370682835579,0.20365511442300904,0.2730619069933891,0.43963787890970707,0.39618212419169097,0.265737222984473,0.6839439016580582,100,92,10,1,ecoli,emb16_g32_e16_mean
16,0.652715611951591,0.63,0.6086956521739131,1.0,0.815,0.6708573868870735,0.1973982599318353,0.28526345998048785,0.4417575512613569,0.4222694658517141,0.2753476142378859,0.6812477195262909,100,92,10,1,ecoli,emb16_g32_e16_mean
17,0.6444044101167713,0.61,0.5978260869565217,1.0,0.805,0.671246649324894,0.20154648077779885,0.23167413324117664,0.4349359044661889,0.39892816015590393,0.2668613076441068,0.6826709413528442,100,92,10,1,ecoli,emb16_g32_e16_mean
18,0.6394206389872985,0.63,0.6086956521739131,1.0,0.815,0.6647594803571701,0.19796850204976682,0.285142140686512,0.441108038648963,0.3963149968996368,0.2703741917943343,0.6811008125543594,100,92,10,1,ecoli,emb16_g32_e16_mean
19,0.6340025135751307,0.62,0.6086956521739131,1.0,0.81,0.662512119114399,0.19637470015015943,0.27336920112371443,0.44537630478541057,0.42275666578084853,0.2744689735027136,0.6799337178468704,100,92,10,1,ecoli,emb16_g32_e16_mean
20,0.6303583346880399,0.64,0.6304347826086957,1.0,0.82,0.6599637481570244,0.19921976951815096,0.23882141441106794,0.4400448401769002,0.45283018867924535,0.2868124819555159,0.6804684901237488,100,92,10,1,ecoli,emb16_g32_e16_mean
21,0.6253791860574801,0.62,0.6086956521739131,1.0,0.81,0.6580054846405983,0.18994639610610295,0.25597445338964464,0.44217607875665027,0.4127026308796173,0.26975209426188007,0.6755283492803573,100,92,10,1,ecoli,emb16_g32_e16_mean
22,0.6192108114795571,0.64,0.6195652173913043,1.0,0.82,0.6548295429348946,0.19091484361999606,0.2760888707637787,0.44420915612807643,0.4276729559748428,0.27505887191432205,0.6753308480978012,100,92,10,1,ecoli,emb16_g32_e16_mean
23,0.6135600970341609,0.64,0.6304347826086957,1.0,0.82,0.6491618794202805,0.19015609634042727,0.24615756601095196,0.43931671380996706,0.4272300469483568,0.2744071308768578,0.6739532279968262,100,92,10,1,ecoli,emb16_g32_e16_mean
24,0.6079364989636212,0.62,0.6195652173913043,1.0,0.81,0.6477871856093407,0.18488128439659252,0.22924928188323973,0.4419184923171997,0.40924794047302687,0.2669164183494115,0.6699478238821029,100,92,10,1,ecoli,emb16_g32_e16_mean
