epoch,train_loss,acc_dec,acc_bub,top2_acc,mrr,nll,brier,ece,mce,roc_auc_edge,pr_auc_edge,mean_entropy,decisions,bubbles,coverage,fold,test_genome,variant
1,0.7431920191724147,0.47191011235955055,0.4875,1.0,0.7359550561797753,0.6960668605359878,0.2283871092330072,0.06319282095084028,0.45174890756607056,0.6704459561602419,0.3618350744568019,0.6811001384735442,89,80,30,2,klebsiella,emb16_g64_e64_mean
2,0.7703306551559955,0.34831460674157305,0.325,1.0,0.6741573033707865,0.7193421907304378,0.21732760589194744,0.24170613657222706,0.450708276950396,0.4986142605190224,0.2614001826245996,0.6815769086393078,89,80,30,2,klebsiella,emb16_g64_e64_mean
3,0.7246413559955516,0.6067415730337079,0.6,1.0,0.8033707865168539,0.7243956062900886,0.22986920924606527,0.15332672017720636,0.4416080832481384,0.3756613756613757,0.18142343241235925,0.6811853293538763,89,80,30,2,klebsiella,emb16_g64_e64_mean
4,0.754480695410385,0.4943820224719101,0.4875,1.0,0.7471910112359551,0.6817809741399931,0.22477213501209956,0.09063058924139217,0.44293918609619143,0.6286533131771227,0.3533168756880991,0.6791147221340222,89,80,30,2,klebsiella,emb16_g64_e64_mean
5,0.6984716713652857,0.3595505617977528,0.325,1.0,0.6797752808988764,0.7202046798186356,0.22058242714815177,0.23495175279258337,0.4576890170574188,0.257464096749811,0.15054111958172883,0.6847599704613846,89,80,30,2,klebsiella,emb16_g64_e64_mean
6,0.6872206197179844,0.550561797752809,0.5375,1.0,0.7752808988764045,0.6879635181989563,0.23553071102157003,0.0767185413435603,0.43775524695714313,0.37818090199042576,0.20271786362540276,0.6914877630351635,89,80,30,2,klebsiella,emb16_g64_e64_mean
7,0.6874290963487614,0.33707865168539325,0.3,1.0,0.6685393258426966,0.7167921729302138,0.22213894686485758,0.2493646709101923,0.4609477996826172,0.2578105316200554,0.1513834835781241,0.6865952604272393,89,80,30,2,klebsiella,emb16_g64_e64_mean
8,0.6893559928371138,0.3595505617977528,0.3375,1.0,0.6797752808988764,0.706727388534653,0.22716277524242784,0.1998479458388318,0.44763501882553103,0.2940917107583774,0.1573949104720462,0.6882978081703186,89,80,30,2,klebsiella,emb16_g64_e64_mean
9,0.7176429671954032,0.39325842696629215,0.375,1.0,0.6966292134831461,0.7113178836160832,0.21854945381295873,0.22056191071365652,0.4506739250251225,0.4051398337112623,0.23446111713305912,0.6829765345273393,89,80,30,2,klebsiella,emb16_g64_e64_mean
10,0.6970799477067466,0.38202247191011235,0.3625,1.0,0.6910112359550562,0.7363625955715608,0.22751999310904644,0.16334331295128618,0.44767009019851683,0.27031368102796677,0.15624062472030148,0.6831913342636623,89,80,30,2,klebsiella,emb16_g64_e64_mean
11,0.6930603231659798,0.5168539325842697,0.525,1.0,0.7584269662921348,0.6851772146948268,0.23105074408109044,0.06971747017978283,0.4449889063835144,0.4828042328042328,0.24964712861816915,0.6896343780367562,89,80,30,2,klebsiella,emb16_g64_e64_mean
12,0.6948736280090686,0.3595505617977528,0.3375,1.0,0.6797752808988764,0.7310127337996879,0.21577672024738268,0.23946309968661728,0.45345442891120913,0.2912257495590829,0.1569048367377666,0.6802187866709205,89,80,30,2,klebsiella,emb16_g64_e64_mean
13,0.6858607562004099,0.4943820224719101,0.4875,1.0,0.7471910112359551,0.6934775231259592,0.23070085446047162,0.07856547464145705,0.4411707744002342,0.4022738725119678,0.22090169758851694,0.6891505892357129,89,80,30,2,klebsiella,emb16_g64_e64_mean
