epoch,train_loss,acc_dec,acc_bub,top2_acc,mrr,nll,brier,ece,mce,roc_auc_edge,pr_auc_edge,mean_entropy,decisions,bubbles,coverage,fold,test_genome,variant
1,0.7141096783746587,0.6323529411764706,0.6507936507936508,1.0,0.8161764705882353,0.6941474989494857,0.2239016783248924,0.16250113781322453,0.4318755120038986,0.7045544554455445,0.44502733798788674,0.675387121956138,68,63,20,3,salmonella,emb16_g64_e64_mean
2,0.7131786270700272,0.5588235294117647,0.5396825396825397,1.0,0.7794117647058824,0.7603955704937962,0.21958837449614343,0.1590025639846264,0.4553927481174469,0.34957095709570957,0.2138700874013682,0.6708030590020558,68,63,20,3,salmonella,emb16_g64_e64_mean
3,0.7030987897918562,0.6323529411764706,0.6190476190476191,1.0,0.8161764705882353,0.690643282059361,0.22251709146278903,0.19486647099256513,0.45632294813791907,0.5617821782178217,0.3448910697978653,0.6852324298199486,68,63,20,3,salmonella,emb16_g64_e64_mean
4,0.6871387389036688,0.6617647058823529,0.6666666666666666,1.0,0.8308823529411765,0.680649571120739,0.2172778037366898,0.18742639549514828,0.44720754623413084,0.6796699669966996,0.4366987797798226,0.6802253530305975,68,63,20,3,salmonella,emb16_g64_e64_mean
5,0.6865238789284583,0.6470588235294118,0.6349206349206349,1.0,0.8235294117647058,0.7041121499941629,0.22028618263429725,0.1904257517307997,0.44584420323371887,0.47221122112211217,0.30524576538234244,0.6800883105572533,68,63,20,3,salmonella,emb16_g64_e64_mean
6,0.7249253077475545,0.5441176470588235,0.5238095238095238,1.0,0.7720588235294118,0.7664524338153356,0.21405438413064945,0.12520049096715147,0.43732911348342896,0.35841584158415846,0.2215070880074515,0.6678437815212152,68,63,20,3,salmonella,emb16_g64_e64_mean
7,0.6957452582447442,0.6470588235294118,0.6507936507936508,1.0,0.8235294117647058,0.6834501155159053,0.21203894164970571,0.21398412129458258,0.444152918126848,0.6312211221122112,0.3985297305520486,0.6801711294580909,68,63,20,3,salmonella,emb16_g64_e64_mean
8,0.6862591591605259,0.6176470588235294,0.6190476190476191,1.0,0.8088235294117647,0.6870632741381141,0.20526391265708993,0.23597786685123162,0.4478243343970355,0.6287128712871287,0.39784879226239234,0.6801712714573916,68,63,20,3,salmonella,emb16_g64_e64_mean
9,0.6839540716838521,0.6029411764705882,0.6031746031746031,1.0,0.8014705882352942,0.6848824493148747,0.21615708728600613,0.22263800878735157,0.44599310225910616,0.5127392739273927,0.3176052753094024,0.6882629867862252,68,63,20,3,salmonella,emb16_g64_e64_mean
10,0.6845949863639995,0.6029411764705882,0.5873015873015873,1.0,0.8014705882352942,0.6973767753909615,0.2110873942375923,0.2142842326532392,0.4463972917624882,0.42745874587458743,0.26206959536165925,0.6833414479213602,68,63,20,3,salmonella,emb16_g64_e64_mean
11,0.6781546113514664,0.5735294117647058,0.5555555555555556,1.0,0.7867647058823529,0.6903328264460844,0.20938406875269103,0.18335336534415975,0.4478802482287089,0.4803960396039604,0.31271686971089435,0.6834907636922949,68,63,20,3,salmonella,emb16_g64_e64_mean
12,0.6816874594971685,0.6029411764705882,0.5873015873015873,1.0,0.8014705882352942,0.6912874412887237,0.2070433573348017,0.1784939410931924,0.45522358020146686,0.4813861386138614,0.32126220296249813,0.6787976254435146,68,63,20,3,salmonella,emb16_g64_e64_mean
13,0.6754755780051643,0.6323529411764706,0.6349206349206349,1.0,0.8161764705882353,0.6770878101096434,0.2097228821946544,0.2118790114627165,0.45796825736761093,0.6291749174917491,0.4194113517753869,0.6820955109946868,68,63,20,3,salmonella,emb16_g64_e64_mean
14,0.6670719029092946,0.6176470588235294,0.6031746031746031,1.0,0.8088235294117647,0.6790519536418074,0.20897362505428943,0.22490590284852424,0.45795324444770813,0.517029702970297,0.3264615540669041,0.6828179473386091,68,63,20,3,salmonella,emb16_g64_e64_mean
15,0.6669416854483853,0.6029411764705882,0.5873015873015873,1.0,0.8014705882352942,0.6794405697899706,0.2060085382844349,0.17943088819875436,0.4368852198123932,0.46495049504950486,0.2830767503634123,0.6813416437191122,68,63,20,3,salmonella,emb16_g64_e64_mean
16,0.6683288199870107,0.6470588235294118,0.6349206349206349,1.0,0.8235294117647058,0.6843836811535499,0.20109560517286518,0.25977197640082417,0.447068133524486,0.43293729372937295,0.2525204537053227,0.6783641208620632,68,63,20,3,salmonella,emb16_g64_e64_mean
17,0.6654597660495897,0.6176470588235294,0.6190476190476191,1.0,0.8088235294117647,0.6736218504169408,0.20179586855326903,0.24621192716500337,0.4501757025718689,0.5714851485148514,0.37994768090379655,0.6814249902963638,68,63,20,3,salmonella,emb16_g64_e64_mean
18,0.6585777196356959,0.6176470588235294,0.6031746031746031,1.0,0.8088235294117647,0.6749426551601466,0.19717156957830917,0.22441440163289797,0.45778462290763855,0.4504290429042905,0.2565682268324453,0.6746944040060043,68,63,20,3,salmonella,emb16_g64_e64_mean
19,0.6640186924548825,0.6029411764705882,0.5873015873015873,1.0,0.8014705882352942,0.6889727854115122,0.1923563085789213,0.21941803877844535,0.4526657632419041,0.41247524752475245,0.2341453538534527,0.66995627915158,68,63,20,3,salmonella,emb16_g64_e64_mean
20,0.6635922288933996,0.5441176470588235,0.5396825396825397,1.0,0.7720588235294118,0.7197449413292548,0.19188952254246208,0.24604724172283624,0.45321744680404663,0.33986798679867986,0.2012440489343355,0.6684381111579782,68,63,20,3,salmonella,emb16_g64_e64_mean
21,0.6570444698184237,0.6176470588235294,0.6190476190476191,1.0,0.8088235294117647,0.6614624708890915,0.18932511786200887,0.19718802588827472,0.4521402195096016,0.6229042904290428,0.40700927171175433,0.6674437426468905,68,63,20,3,salmonella,emb16_g64_e64_mean
22,0.6512863089149148,0.6029411764705882,0.5873015873015873,1.0,0.8014705882352942,0.7155135807526463,0.1869629292008468,0.2226516513756531,0.44824758597782677,0.3867986798679868,0.22968157704410408,0.6586614917306339,68,63,20,3,salmonella,emb16_g64_e64_mean
23,0.6563176227481452,0.5882352941176471,0.5873015873015873,1.0,0.7941176470588235,0.6746111205395531,0.18703931400344692,0.2709330964614364,0.44219550719627965,0.4393399339933994,0.2551096251769202,0.673053205889814,68,63,20,3,salmonella,emb16_g64_e64_mean
24,0.646554958308884,0.6176470588235294,0.6190476190476191,1.0,0.8088235294117647,0.6607378401300487,0.18525654592727836,0.25366866720073367,0.4481825828552246,0.5578217821782179,0.36792563589520305,0.6711124137920492,68,63,20,3,salmonella,emb16_g64_e64_mean
25,0.6462591857996711,0.6029411764705882,0.6031746031746031,1.0,0.8014705882352942,0.6562922846745042,0.18911496036968045,0.2550908929723151,0.45676134824752807,0.5698349834983498,0.3559979446084817,0.6699957032414043,68,63,20,3,salmonella,emb16_g64_e64_mean
26,0.6488965477290327,0.5735294117647058,0.5555555555555556,1.0,0.7867647058823529,0.7251054898233098,0.18180827514100362,0.21357674897401868,0.4550256066852146,0.3432343234323432,0.20189069691314387,0.6503150795093354,68,63,20,3,salmonella,emb16_g64_e64_mean
27,0.6585000624554386,0.6029411764705882,0.5873015873015873,1.0,0.8014705882352942,0.6653259669375771,0.17661034708947052,0.2228899712071699,0.45011257380247116,0.4287128712871287,0.24713841456643731,0.6531161538818303,68,63,20,3,salmonella,emb16_g64_e64_mean
28,0.6456490078381579,0.5735294117647058,0.5555555555555556,1.0,0.7867647058823529,0.6786066184149069,0.1797016040521975,0.21338700338759845,0.44715513785680133,0.37452145214521454,0.2086311987167792,0.6584948660696254,68,63,20,3,salmonella,emb16_g64_e64_mean
29,0.6352714234256115,0.5441176470588235,0.5396825396825397,1.0,0.7720588235294118,0.6988325456486029,0.17957536199572335,0.2131568831117714,0.4555664241313934,0.5023762376237624,0.3288917263240283,0.6557585053584155,68,63,20,3,salmonella,emb16_g64_e64_mean
30,0.6307536666542783,0.5882352941176471,0.5714285714285714,1.0,0.7941176470588235,0.7286776243709028,0.17663137894645176,0.1902411615010351,0.45605607827504474,0.34165016501650164,0.19567213340508932,0.6420228362959974,68,63,20,3,salmonella,emb16_g64_e64_mean
31,0.6491482653240166,0.6029411764705882,0.5873015873015873,1.0,0.8014705882352942,0.6847783294232452,0.17984995154660713,0.18394451634958386,0.44760345419247943,0.3557095709570957,0.19851991524252072,0.6521013979526127,68,63,20,3,salmonella,emb16_g64_e64_mean
32,0.6219087444713013,0.5735294117647058,0.5714285714285714,1.0,0.7867647058823529,0.6421713149722885,0.18145902235163652,0.2588590681552887,0.4464806111959311,0.4042244224422442,0.21345274856947988,0.6617702061639112,68,63,20,3,salmonella,emb16_g64_e64_mean
33,0.6233284581612439,0.5882352941176471,0.5714285714285714,1.0,0.7941176470588235,0.6403054695795564,0.18060198520067924,0.2429096633020569,0.45379183238202875,0.38514851485148516,0.20728159092578596,0.6595782278215184,68,63,20,3,salmonella,emb16_g64_e64_mean
34,0.6175928285019626,0.5441176470588235,0.5396825396825397,1.0,0.7720588235294118,0.6571536075104686,0.18393572514611645,0.20496909473748767,0.4499090135097504,0.4068646864686469,0.21612409108847253,0.6614322031245512,68,63,20,3,salmonella,emb16_g64_e64_mean
35,0.6177776749968136,0.5882352941176471,0.5714285714285714,1.0,0.7941176470588235,0.6820347462506855,0.1696412451758375,0.19602328281411352,0.4489117349897112,0.35003300330033,0.19813003955860026,0.638250910622232,68,63,20,3,salmonella,emb16_g64_e64_mean
36,0.6176555003270064,0.5735294117647058,0.5555555555555556,1.0,0.7867647058823529,0.6834690536865416,0.17348297546124178,0.24364069608204506,0.45107763734730805,0.3574917491749175,0.19965168038635475,0.6446815352229511,68,63,20,3,salmonella,emb16_g64_e64_mean
37,0.6099301728084929,0.5588235294117647,0.5396825396825397,1.0,0.7794117647058824,0.6608826916883973,0.17718936473652386,0.2071740649202291,0.45263099670410156,0.37392739273927394,0.20540497983175793,0.6508168722776806,68,63,20,3,salmonella,emb16_g64_e64_mean
38,0.6030188918900569,0.5441176470588235,0.5555555555555556,1.0,0.7720588235294118,0.6290889428380657,0.16760713681151032,0.22399163268068256,0.4495237072308858,0.5030363036303631,0.31500144098787386,0.6420114334015286,68,63,20,3,salmonella,emb16_g64_e64_mean
39,0.6067527666343714,0.5588235294117647,0.5396825396825397,1.0,0.7794117647058824,0.682241886635037,0.16792004949857842,0.21838395908365357,0.44873487651348115,0.3308910891089109,0.19339388624688927,0.629859080647721,68,63,20,3,salmonella,emb16_g64_e64_mean
40,0.6147675229968017,0.5588235294117647,0.5396825396825397,1.0,0.7794117647058824,0.6711891492938294,0.1622054038482397,0.22401948916890163,0.44532417754332226,0.36620462046204616,0.20189899577174433,0.6246875989086488,68,63,20,3,salmonella,emb16_g64_e64_mean
41,0.5984741757215053,0.5441176470588235,0.5396825396825397,1.0,0.7720588235294118,0.6591150471392799,0.17185995286534883,0.1974210541914491,0.4529321938753128,0.38580858085808584,0.20743584960085817,0.6389299876549664,68,63,20,3,salmonella,emb16_g64_e64_mean
42,0.5976566250371461,0.5588235294117647,0.5555555555555556,1.0,0.7794117647058824,0.6353625940049396,0.16848205253053458,0.19369305231991932,0.45157954692840574,0.4143234323432343,0.21615401879166743,0.636694614063291,68,63,20,3,salmonella,emb16_g64_e64_mean
43,0.5888173637217028,0.5441176470588235,0.5396825396825397,1.0,0.7720588235294118,0.6530563462087337,0.16081306644561882,0.22168287733460176,0.44879740178585054,0.38693069306930694,0.21287242156663358,0.6217583378448206,68,63,20,3,salmonella,emb16_g64_e64_mean
