acc_dec,acc_bub,top2_acc,mrr,nll,brier,ece,mce,roc_auc_edge,pr_auc_edge,mean_entropy,decisions,bubbles,coverage,fold,test_genome,variant,params
0.6781609195402298,0.678743961352657,0.9977011494252873,0.8386973180076628,0.5406027470798307,0.12159543316783797,0.14993473220316847,0.4348850945631663,0.581459315238186,0.32443232863574145,0.47072494051943736,435,414,10,1,ecoli,emb16_g64_e64_mean,14033
0.7252124645892352,0.7243401759530792,0.9971671388101983,0.8621340887629839,0.4642374553360594,0.1067802105044815,0.12227697727579108,0.43979848243973474,0.5348068465137126,0.27123778588042885,0.4154504380128201,353,341,10,2,klebsiella,emb16_g64_e64_mean,14033
0.6317567567567568,0.6313043478260869,0.9983108108108109,0.8164414414414415,0.6939844882770164,0.21559602303555608,0.25710105333898864,0.45257775290258995,0.6494318206145928,0.37629077207038114,0.6875498528699264,592,575,10,3,salmonella,emb16_g64_e64_mean,14033
0.5660377358490566,0.5552325581395349,0.9973045822102425,0.7839173405211141,0.6513141307256854,0.17523607379653214,0.17200146980879882,0.4465189836126693,0.30278357062554173,0.1736451632886343,0.6074963610549018,371,344,20,1,ecoli,emb16_g64_e64_mean,14033
0.6732673267326733,0.6643109540636042,1.0,0.8366336633663366,0.6610098415278759,0.21377519732795944,0.2356865712911776,0.44571813534606586,0.5787292443239579,0.2879371734884884,0.6892326570580108,303,283,20,2,klebsiella,emb16_g64_e64_mean,14033
0.5219885277246654,0.5191146881287726,0.9980879541108987,0.7625876354365838,0.6912496563752341,0.23237015589215834,0.05265241063575675,0.44703076566968647,0.7170955860859397,0.4318634560598066,0.6902769385172806,523,497,20,3,salmonella,emb16_g64_e64_mean,14033
0.5958005249343832,0.5562130177514792,1.0,0.7979002624671916,0.7273971930931505,0.1743064961951786,0.18470076040861017,0.4434115059521734,0.3744208424729411,0.19077509765767764,0.6129318009731983,381,338,30,1,ecoli,emb16_g64_e64_mean,14033
0.5398550724637681,0.5103734439834025,0.9963768115942029,0.7693236714975845,0.6923867591683739,0.18620492229506755,0.1643702660660273,0.4427555639010209,0.5603144020820776,0.30022470978901267,0.6485504354957653,276,241,30,2,klebsiella,emb16_g64_e64_mean,14033
0.5504950495049505,0.5353319057815846,1.0,0.7762376237623763,0.6949868700291851,0.20132220684430535,0.19359000046866587,0.4406376714947857,0.5055567350703927,0.2942795416096553,0.6749479136586485,505,467,30,3,salmonella,emb16_g64_e64_mean,14033
