epoch,train_loss,acc_dec,acc_bub,top2_acc,mrr,nll,brier,ece,mce,roc_auc_edge,pr_auc_edge,mean_entropy,decisions,bubbles,coverage,fold,test_genome,variant
1,0.7085651794279163,0.4805194805194805,0.4507042253521127,1.0,0.7402597402597403,0.7902594200008876,0.22163087729547665,0.1202652729671999,0.43738148893628803,0.6365797638715397,0.34070430190428963,0.6747914624714909,77,71,30,1,ecoli,emb16_g64_e64_mean
2,0.715725368227471,0.4805194805194805,0.4507042253521127,1.0,0.7402597402597403,0.7379912679945326,0.22041489556824972,0.06479220164867183,0.4400549352169037,0.5993069267034694,0.2969725315006985,0.6697599305559627,77,71,30,1,ecoli,emb16_g64_e64_mean
3,0.6915478962896899,0.5194805194805194,0.49295774647887325,1.0,0.7597402597402597,0.7252071151526323,0.20277278757033196,0.16369364026014682,0.4465679317712784,0.30849820687432,0.14931655443259445,0.6659988334871882,77,71,30,1,ecoli,emb16_g64_e64_mean
4,0.692798840728673,0.5064935064935064,0.4788732394366197,1.0,0.7532467532467533,0.7003138477539087,0.2123425756314121,0.16721747602735249,0.45427829325199126,0.37373574565821815,0.16183157793647335,0.6832133601238202,77,71,30,1,ecoli,emb16_g64_e64_mean
5,0.6890180480073799,0.4805194805194805,0.4507042253521127,1.0,0.7402597402597403,0.7302434479293265,0.21743393720725263,0.141698319102069,0.45062355353282046,0.33013659991135114,0.15311801103220796,0.6728079311425689,77,71,30,1,ecoli,emb16_g64_e64_mean
6,0.6928863773461093,0.5194805194805194,0.4788732394366197,1.0,0.7597402597402597,0.741193702855827,0.19616152147822397,0.25854509951570975,0.4432487104620252,0.3040657613732522,0.14764751429606982,0.6656500073244294,77,71,30,1,ecoli,emb16_g64_e64_mean
7,0.6855691682377999,0.45454545454545453,0.4225352112676056,1.0,0.7272727272727273,0.7142118386540247,0.21701744346191654,0.16883399366558366,0.4492027965875772,0.42732804126203816,0.17621023667824726,0.6757067338527216,77,71,30,1,ecoli,emb16_g64_e64_mean
8,0.6882280514321544,0.4675324675324675,0.43661971830985913,1.0,0.7337662337662337,0.7089710413635552,0.21591605313127382,0.14350470455435962,0.44725409398476285,0.43687794656888423,0.182365663987385,0.6765886530667157,77,71,30,1,ecoli,emb16_g64_e64_mean
9,0.6854362783276222,0.5064935064935064,0.4788732394366197,1.0,0.7532467532467533,0.7258875168822965,0.20434111803057411,0.20383222776090174,0.4520077407360077,0.32880686626103073,0.15293231533856472,0.6686733730209918,77,71,30,1,ecoli,emb16_g64_e64_mean
10,0.6838541698049415,0.5064935064935064,0.4788732394366197,1.0,0.7532467532467533,0.7442647745082909,0.19974449677991973,0.22443940812213856,0.4493926124913352,0.30708788330579845,0.15013920803412936,0.6664172775254475,77,71,30,1,ecoli,emb16_g64_e64_mean
11,0.6831451656974175,0.4805194805194805,0.4507042253521127,1.0,0.7402597402597403,0.7182193480830038,0.2121116152554594,0.1769980135579388,0.44335534355857154,0.3810694282145304,0.16406796632423942,0.6729034521819588,77,71,30,1,ecoli,emb16_g64_e64_mean
12,0.6807383336126804,0.4805194805194805,0.4507042253521127,1.0,0.7402597402597403,0.709233673641688,0.20761646063021344,0.21046722448104388,0.44660096863905585,0.39831567070959417,0.16809426849484066,0.6733954321206003,77,71,30,1,ecoli,emb16_g64_e64_mean
